id,CON_DS2U,CON_H9,CON_IMR,DS_2DS3,DS_DSP
LINC02734,2.0,3.0,4.0,1.0,1.0
PRCP,1432.0,1133.0,1729.0,822.0,1467.0
DDIAS,577.0,248.0,436.0,147.0,394.0
AP000893.2,3.0,6.0,4.0,0.0,2.0
RAB30,2157.0,2346.0,2862.0,2501.0,2878.0
RAB30-DT,4392.0,5206.0,6078.0,4852.0,4916.0
AP001767.3,498.0,787.0,793.0,774.0,548.0
PCF11,2915.0,3087.0,2971.0,3095.0,2889.0
AP000873.4,1.0,3.0,4.0,2.0,2.0
AP000873.2,1020.0,1067.0,1496.0,1213.0,1231.0
PCF11-AS1,214.0,299.0,293.0,200.0,305.0
ANKRD42,488.0,532.0,656.0,501.0,495.0
AP000873.3,21.0,22.0,26.0,30.0,28.0
CCDC90B,6984.0,6319.0,7508.0,6164.0,7077.0
AP000446.1,607.0,648.0,748.0,559.0,745.0
DLG2,42132.0,32707.0,36127.0,54406.0,46931.0
AP002370.2,1087.0,759.0,974.0,1071.0,1491.0
AP001825.1,1190.0,1024.0,1036.0,1778.0,1266.0
AP000857.2,304.0,317.0,326.0,477.0,434.0
TMEM126B,2889.0,2131.0,2713.0,1516.0,2282.0
TMEM126A,3163.0,2567.0,3327.0,1916.0,2800.0
CREBZF,4336.0,4339.0,4579.0,4597.0,4228.0
CCDC89,6.0,8.0,5.0,4.0,4.0
SYTL2,381.0,455.0,568.0,442.0,187.0
CCDC83,28.0,40.0,44.0,31.0,35.0
AP003128.1,2.0,3.0,3.0,0.0,4.0
PICALM,10042.0,10462.0,10907.0,11127.0,12212.0
LINC02695,0.0,0.0,1.0,0.0,1.0
EED,1959.0,1606.0,1687.0,1613.0,1477.0
HIKESHI,7248.0,5978.0,7033.0,5380.0,6578.0
CCDC81,177.0,124.0,181.0,216.0,136.0
AP001831.1,570.0,648.0,601.0,194.0,589.0
ME3,981.0,841.0,825.0,258.0,1208.0
AP003059.1,17.0,8.0,11.0,1.0,19.0
AP003059.2,17.0,10.0,8.0,8.0,18.0
PRSS23,1828.0,1339.0,2041.0,594.0,862.0
AP000654.1,1.0,2.0,3.0,0.0,3.0
AP001528.1,298.0,326.0,484.0,332.0,159.0
FZD4,149.0,199.0,218.0,139.0,72.0
FZD4-DT,92.0,128.0,96.0,81.0,57.0
TMEM135,5043.0,4551.0,5424.0,4676.0,4903.0
LINC02711,0.0,0.0,0.0,0.0,0.0
AP000676.5,413.0,519.0,606.0,65.0,181.0
AP005436.3,4.0,18.0,5.0,0.0,2.0
AP005436.1,64.0,85.0,79.0,4.0,28.0
AP005436.2,17.0,44.0,33.0,0.0,9.0
RAB38,501.0,567.0,525.0,29.0,208.0
CTSC,2463.0,1568.0,1764.0,351.0,792.0
AP003120.1,36.0,22.0,35.0,8.0,17.0
GRM5-AS1,137.0,55.0,97.0,115.0,111.0
GRM5,5504.0,3248.0,2941.0,5543.0,4792.0
TYR,82.0,51.0,78.0,28.0,77.0
NOX4,1654.0,1165.0,1763.0,798.0,1394.0
AP003400.1,1.0,9.0,17.0,11.0,1.0
TRIM77,1.0,1.0,1.0,0.0,0.0
AP003122.2,0.0,0.0,1.0,0.0,0.0
TRIM49,0.0,1.0,0.0,0.0,0.0
TRIM64B,12.0,16.0,104.0,61.0,54.0
TRIM49D1,0.0,0.0,0.0,0.0,0.0
TRIM49D2,0.0,0.0,0.0,0.0,0.0
TRIM64,0.0,0.0,1.0,2.0,0.0
TRIM49C,0.0,0.0,0.0,0.0,0.0
UBTFL1,0.0,0.0,0.0,0.0,0.0
AP000648.9,0.0,1.0,3.0,1.0,0.0
NAALAD2,1652.0,901.0,2310.0,1873.0,1981.0
CHORDC1,3497.0,2552.0,4434.0,3396.0,2582.0
DISC1FP1,2113.0,3499.0,4410.0,2957.0,2425.0
LINC02748,11.0,19.0,21.0,4.0,11.0
LINC02756,0.0,3.0,1.0,1.0,2.0
FAT3,11005.0,8117.0,14962.0,8468.0,10943.0
AP000722.1,56.0,40.0,118.0,53.0,81.0
AP003718.1,204.0,111.0,262.0,135.0,146.0
LINC02746,0.0,0.0,6.0,1.0,1.0
AP003171.1,0.0,0.0,0.0,0.0,0.0
MTNR1B,3.0,3.0,2.0,3.0,5.0
SLC36A4,5680.0,5840.0,6751.0,5876.0,6565.0
AP003969.1,0.0,1.0,0.0,0.0,0.0
DEUP1,142.0,188.0,75.0,55.0,40.0
SMCO4,791.0,579.0,846.0,336.0,272.0
CEP295,2522.0,2873.0,2679.0,2905.0,2737.0
SCARNA9,3.0,3.0,1.0,0.0,0.0
TAF1D,6503.0,6760.0,6892.0,6929.0,6213.0
C11orf54,3663.0,3025.0,3880.0,3544.0,3260.0
MED17,4645.0,4606.0,4852.0,4707.0,4757.0
VSTM5,39.0,63.0,29.0,122.0,48.0
HEPHL1,56.0,58.0,42.0,41.0,32.0
PANX1,1302.0,1227.0,1249.0,1137.0,1317.0
AP002784.1,658.0,686.0,774.0,505.0,763.0
IZUMO1R,0.0,0.0,0.0,0.0,0.0
GPR83,36.0,25.0,32.0,5.0,3.0
MRE11,2286.0,1747.0,2258.0,1814.0,1747.0
AP000786.1,0.0,1.0,0.0,1.0,0.0
ANKRD49,924.0,1275.0,1271.0,1077.0,1062.0
C11orf97,3.0,2.0,7.0,3.0,4.0
FUT4,127.0,98.0,145.0,150.0,122.0
PIWIL4,204.0,238.0,248.0,390.0,325.0
AP000943.2,136.0,177.0,175.0,190.0,178.0
AP000943.1,0.0,0.0,0.0,0.0,0.0
LINC02700,1.0,0.0,0.0,2.0,0.0
AMOTL1,3624.0,2971.0,3480.0,3276.0,3538.0
AP002383.2,57.0,103.0,62.0,39.0,101.0
CWC15,8202.0,9289.0,8317.0,7106.0,7658.0
KDM4D,416.0,411.0,438.0,382.0,343.0
KDM4E,0.0,0.0,0.0,1.0,0.0
KDM4F,0.0,0.0,0.0,0.0,0.0
SRSF8,3160.0,2112.0,3015.0,2886.0,2158.0
ENDOD1,268.0,341.0,233.0,300.0,141.0
AP000787.1,1364.0,1478.0,2072.0,887.0,771.0
SESN3,4550.0,4181.0,5376.0,2142.0,2039.0
AP001790.1,4.0,2.0,0.0,1.0,0.0
AP000820.2,3.0,6.0,12.0,3.0,6.0
AP000820.1,0.0,0.0,0.0,0.0,0.0
FAM76B,1807.0,2088.0,1780.0,1863.0,1784.0
CEP57,13193.0,12416.0,12869.0,13464.0,12599.0
MTMR2,3685.0,3542.0,4100.0,3503.0,3713.0
MAML2,8307.0,10134.0,13567.0,5716.0,14153.0
AP000779.1,171.0,270.0,317.0,91.0,264.0
CCDC82,5686.0,6773.0,5983.0,7981.0,6076.0
JRKL,446.0,599.0,601.0,616.0,450.0
JRKL-AS1,1.0,16.0,3.0,2.0,4.0
LINC02737,1.0,0.0,0.0,0.0,0.0
AP003066.1,6.0,27.0,22.0,13.0,4.0
LINC02553,0.0,1.0,0.0,2.0,0.0
LINC02713,3.0,2.0,0.0,3.0,0.0
AP003715.1,4.0,0.0,2.0,2.0,1.0
AP002428.1,3.0,1.0,1.0,10.0,1.0
CNTN5,5244.0,6461.0,7350.0,7138.0,5807.0
AP001351.1,6.0,2.0,5.0,4.0,7.0
ARHGAP42,952.0,761.0,988.0,692.0,945.0
PGR,3.0,3.0,3.0,1.0,7.0
PGR-AS1,1.0,0.0,1.0,1.0,6.0
TRPC6,1183.0,101.0,403.0,91.0,67.0
ANGPTL5,20.0,9.0,35.0,5.0,10.0
CEP126,1907.0,805.0,1869.0,797.0,691.0
CFAP300,546.0,227.0,562.0,228.0,151.0
AP001527.1,3.0,5.0,6.0,1.0,0.0
AP001527.2,350.0,92.0,169.0,44.0,132.0
YAP1,6046.0,3256.0,5179.0,1731.0,2977.0
AP000942.2,1.0,0.0,2.0,0.0,1.0
BIRC3,5.0,3.0,11.0,3.0,2.0
BIRC2,2914.0,2984.0,3562.0,3678.0,2809.0
TMEM123,5987.0,6442.0,6340.0,6992.0,9846.0
AP001830.1,42.0,35.0,46.0,26.0,41.0
AP001830.2,1.0,6.0,0.0,2.0,0.0
MMP7,1.0,2.0,0.0,0.0,1.0
MMP20,8.0,15.0,16.0,340.0,11.0
AP000851.1,1.0,1.0,0.0,2.0,0.0
AP000851.2,0.0,0.0,0.0,0.0,0.0
MMP27,0.0,0.0,0.0,0.0,0.0
MMP8,0.0,0.0,0.0,0.0,0.0
MMP10,3.0,3.0,17.0,4.0,1.0
MMP1,1.0,0.0,1.0,0.0,0.0
MMP3,8.0,17.0,8.0,9.0,0.0
MMP12,1.0,0.0,3.0,1.0,0.0
MMP13,0.0,0.0,0.0,1.0,0.0
DCUN1D5,5138.0,5057.0,5517.0,4519.0,4201.0
AP001486.2,0.0,0.0,0.0,0.0,0.0
DYNC2H1,4251.0,3630.0,3897.0,2888.0,4191.0
AP002961.1,109.0,207.0,134.0,189.0,222.0
AP002989.1,546.0,2606.0,600.0,2940.0,4519.0
PDGFD,2181.0,2349.0,1175.0,961.0,4270.0
AP003043.1,0.0,0.0,0.0,0.0,0.0
DDI1,0.0,1.0,0.0,0.0,1.0
LINC02552,6.0,3.0,4.0,6.0,5.0
CASP4,0.0,0.0,0.0,0.0,0.0
CASP5,1.0,3.0,1.0,0.0,3.0
CASP1,0.0,0.0,0.0,0.0,0.0
CARD16,0.0,0.0,0.0,1.0,0.0
CARD17,0.0,0.0,0.0,0.0,0.0
CARD18,22.0,43.0,91.0,41.0,28.0
GRIA4,2061.0,1858.0,3530.0,2345.0,1004.0
AP000813.1,6.0,14.0,20.0,21.0,5.0
MSANTD4,1132.0,2732.0,2761.0,2831.0,2768.0
KBTBD3,621.0,686.0,671.0,637.0,531.0
AASDHPPT,7587.0,6604.0,6973.0,6718.0,6839.0
AP001001.1,5.0,16.0,9.0,7.0,4.0
LINC02719,0.0,2.0,1.0,1.0,1.0
AP002001.3,1.0,1.0,1.0,1.0,0.0
AP003173.1,0.0,1.0,1.0,0.0,0.0
GUCY1A2,6532.0,8588.0,5493.0,9111.0,9705.0
AP000766.1,443.0,419.0,378.0,448.0,351.0
CWF19L2,3999.0,4283.0,4412.0,4204.0,3449.0
ALKBH8,890.0,776.0,1022.0,816.0,828.0
ELMOD1,413.0,884.0,534.0,1347.0,1024.0
SLN,7.0,0.0,4.0,4.0,5.0
SLC35F2,38.0,68.0,80.0,40.0,42.0
RAB39A,723.0,540.0,558.0,781.0,824.0
AP003307.1,176.0,188.0,163.0,62.0,180.0
CUL5,10599.0,10147.0,10604.0,10137.0,11619.0
AP002433.1,369.0,470.0,477.0,424.0,397.0
ACAT1,3309.0,2714.0,3179.0,2545.0,3219.0
AP002433.2,107.0,135.0,136.0,138.0,95.0
NPAT,1911.0,2095.0,1912.0,1884.0,1969.0
ATM,6648.0,5876.0,7077.0,7069.0,5197.0
C11orf65,807.0,705.0,771.0,650.0,679.0
POGLUT3,741.0,348.0,581.0,209.0,479.0
EXPH5,208.0,151.0,249.0,105.0,114.0
DDX10,5011.0,5018.0,5285.0,4026.0,5431.0
AP003027.1,2.0,1.0,1.0,1.0,1.0
AP003123.1,26.0,50.0,72.0,10.0,48.0
AP003049.2,492.0,237.0,771.0,229.0,350.0
C11orf87,578.0,627.0,592.0,429.0,1575.0
LINC02715,165.0,51.0,205.0,62.0,71.0
RDX,15999.0,15127.0,15448.0,12521.0,17589.0
AP001981.2,13.0,11.0,12.0,14.0,25.0
ZC3H12C,7209.0,7889.0,8415.0,6804.0,9211.0
LINC02732,4.0,5.0,6.0,1.0,5.0
FDX1,3146.0,3258.0,3373.0,2235.0,2984.0
ARHGAP20,612.0,287.0,381.0,810.0,284.0
AP003973.4,13.0,3.0,3.0,10.0,4.0
AP003973.2,0.0,0.0,0.0,0.0,0.0
LINC02550,134.0,2.0,1.0,10.0,72.0
AP003973.3,0.0,0.0,0.0,0.0,1.0
C11orf53,0.0,3.0,1.0,2.0,0.0
COLCA1,10.0,8.0,16.0,3.0,4.0
COLCA2,50.0,21.0,35.0,19.0,13.0
AP002448.1,0.0,0.0,0.0,0.0,0.0
POU2AF1,0.0,1.0,7.0,0.0,1.0
AP002008.3,0.0,0.0,0.0,0.0,0.0
BTG4,1.0,3.0,4.0,2.0,2.0
AP002008.4,1.0,5.0,2.0,3.0,1.0
AP002008.1,1.0,3.0,2.0,1.0,1.0
C11orf88,16.0,4.0,6.0,0.0,7.0
LAYN,14.0,19.0,20.0,5.0,11.0
SIK2,6029.0,7815.0,8485.0,6313.0,6273.0
PPP2R1B,1185.0,1021.0,1293.0,945.0,868.0
AP001781.1,28.0,45.0,45.0,45.0,42.0
ALG9,2825.0,3042.0,3076.0,3585.0,3188.0
ALG9-IT1,26.0,36.0,19.0,28.0,30.0
FDXACB1,319.0,202.0,299.0,280.0,258.0
C11orf1,2503.0,1947.0,2930.0,1746.0,1758.0
CRYAB,180.0,33.0,102.0,94.0,3.0
HSPB2,16.0,10.0,20.0,5.0,7.0
C11orf52,12.0,11.0,14.0,13.0,4.0
DIXDC1,5743.0,4117.0,5361.0,4592.0,5624.0
AP000907.2,3.0,4.0,6.0,7.0,6.0
DLAT,1712.0,1588.0,1783.0,1499.0,1778.0
PIH1D2,237.0,203.0,244.0,90.0,174.0
NKAPD1,2258.0,2601.0,2326.0,2113.0,2177.0
TIMM8B,6734.0,8044.0,6562.0,3887.0,7633.0
SDHD,3656.0,2880.0,3723.0,2730.0,2957.0
IL18,193.0,293.0,209.0,144.0,233.0
AP002884.1,3.0,3.0,6.0,3.0,3.0
TEX12,52.0,53.0,36.0,15.0,52.0
BCO2,450.0,340.0,484.0,448.0,356.0
PTS,6153.0,7195.0,6536.0,6054.0,6436.0
PLET1,201.0,275.0,207.0,238.0,215.0
AP002884.3,30.0,52.0,30.0,33.0,34.0
LINC02762,1743.0,3713.0,2424.0,5446.0,2238.0
LINC02763,167.0,731.0,340.0,879.0,259.0
LINC02764,6.0,51.0,24.0,25.0,14.0
AP003100.2,21.0,133.0,82.0,139.0,27.0
AP003100.3,0.0,6.0,4.0,4.0,8.0
AP003100.1,0.0,3.0,1.0,1.0,0.0
AC016902.1,0.0,2.0,0.0,0.0,0.0
AP000802.1,247.0,164.0,195.0,120.0,201.0
NCAM1,42323.0,38740.0,40998.0,57207.0,42549.0
NCAM1-AS1,49.0,65.0,87.0,95.0,75.0
AP000880.1,69.0,40.0,68.0,22.0,43.0
TTC12,534.0,447.0,664.0,260.0,424.0
AP002840.2,17.0,10.0,17.0,9.0,12.0
ANKK1,17.0,46.0,54.0,15.0,39.0
AP002840.1,0.0,0.0,2.0,0.0,0.0
DRD2,109.0,130.0,231.0,108.0,229.0
TMPRSS5,1147.0,522.0,846.0,393.0,454.0
ZW10,1137.0,948.0,981.0,975.0,1075.0
AP003170.4,4.0,5.0,2.0,4.0,0.0
CLDN25,0.0,0.0,0.0,0.0,0.0
USP28,2455.0,1743.0,2585.0,2559.0,1846.0
AP003170.3,59.0,54.0,71.0,61.0,51.0
HTR3B,13.0,14.0,28.0,7.0,7.0
HTR3A,1.0,2.0,8.0,5.0,1.0
ZBTB16,3508.0,2340.0,4070.0,3242.0,478.0
AP002755.1,0.0,0.0,0.0,0.0,0.0
AP002518.2,102.0,146.0,157.0,71.0,19.0
NNMT,301.0,236.0,252.0,144.0,65.0
AP002518.1,10.0,12.0,6.0,9.0,12.0
C11orf71,822.0,756.0,836.0,839.0,774.0
RBM7,1870.0,2021.0,2418.0,1916.0,1755.0
REXO2,1560.0,1897.0,1856.0,1527.0,1857.0
NXPE1,6.0,14.0,8.0,12.0,15.0
NXPE4,0.0,0.0,2.0,0.0,0.0
NXPE2,2.0,3.0,4.0,6.0,4.0
CADM1,42914.0,45391.0,51725.0,41417.0,56793.0
AP000465.1,18.0,16.0,21.0,14.0,16.0
AP000462.3,283.0,233.0,320.0,214.0,288.0
AP000462.1,4711.0,4548.0,7358.0,3162.0,6665.0
AP000462.2,7.0,25.0,21.0,13.0,17.0
AP003174.2,0.0,0.0,0.0,0.0,0.0
AP003174.1,9.0,5.0,6.0,16.0,3.0
AP000997.2,0.0,0.0,1.0,0.0,0.0
AP000997.3,0.0,1.0,2.0,2.0,0.0
LINC02698,85.0,163.0,90.0,109.0,330.0
AP002991.2,0.0,0.0,0.0,0.0,1.0
LINC00900,7.0,11.0,22.0,8.0,24.0
LINC02703,2.0,4.0,5.0,0.0,4.0
LINC02151,2.0,4.0,1.0,16.0,12.0
LINC02702,6.0,8.0,5.0,6.0,2.0
BUD13,1934.0,1583.0,1875.0,1686.0,1617.0
AP006216.1,4.0,2.0,5.0,3.0,4.0
ZPR1,1929.0,1712.0,2062.0,1980.0,1901.0
APOA5,1.0,2.0,0.0,0.0,0.0
AP006216.2,0.0,0.0,0.0,0.0,0.0
AP006216.3,0.0,0.0,0.0,0.0,0.0
APOA4,0.0,0.0,0.0,0.0,0.0
APOC3,0.0,0.0,1.0,0.0,0.0
APOA1,50.0,47.0,65.0,73.0,60.0
APOA1-AS,190.0,184.0,463.0,566.0,209.0
SIK3,16505.0,16279.0,18244.0,15784.0,18783.0
AP000936.1,137.0,10.0,7.0,40.0,5.0
PAFAH1B2,7348.0,6594.0,6944.0,7393.0,7801.0
SIDT2,773.0,817.0,822.0,803.0,673.0
TAGLN,192.0,440.0,736.0,236.0,489.0
PCSK7,3499.0,3823.0,3941.0,5395.0,3796.0
RNF214,4258.0,3801.0,4194.0,3783.0,4427.0
BACE1,1865.0,2218.0,2204.0,2349.0,2185.0
BACE1-AS,821.0,612.0,924.0,870.0,803.0
AP000892.3,31.0,21.0,16.0,10.0,26.0
CEP164,2927.0,3184.0,3020.0,3759.0,3437.0
AP000892.1,695.0,1032.0,743.0,1023.0,968.0
DSCAML1,11193.0,15989.0,11985.0,23782.0,20587.0
AP001554.1,7.0,6.0,7.0,7.0,5.0
FXYD2,258.0,125.0,191.0,221.0,103.0
AP000757.2,5.0,7.0,13.0,10.0,0.0
AP000757.1,182.0,194.0,238.0,330.0,138.0
FXYD6,22356.0,12780.0,20408.0,18829.0,18956.0
TMPRSS13,7.0,8.0,13.0,12.0,5.0
IL10RA,44.0,54.0,61.0,59.0,49.0
SMIM35,11.0,16.0,30.0,10.0,8.0
TMPRSS4,3.0,0.0,10.0,11.0,3.0
SCN4B,49.0,25.0,43.0,10.0,8.0
SCN2B,47.0,46.0,38.0,91.0,50.0
JAML,2.0,1.0,3.0,2.0,4.0
MPZL3,154.0,192.0,235.0,242.0,186.0
MPZL2,0.0,0.0,0.0,0.0,0.0
CD3E,0.0,1.0,0.0,1.0,0.0
CD3D,0.0,0.0,0.0,0.0,0.0
CD3G,1.0,6.0,0.0,4.0,1.0
UBE4A,2713.0,2985.0,2819.0,3320.0,3032.0
AP001267.1,14.0,19.0,21.0,18.0,21.0
ATP5MG,26406.0,30961.0,28362.0,25513.0,29132.0
AP001267.4,1.0,6.0,3.0,4.0,6.0
AP001267.2,61.0,95.0,101.0,106.0,82.0
KMT2A,14407.0,14629.0,14847.0,17633.0,16219.0
AP001267.3,737.0,820.0,830.0,866.0,966.0
TTC36,43.0,60.0,28.0,30.0,54.0
TMEM25,2113.0,2225.0,2223.0,1964.0,1985.0
IFT46,1551.0,1226.0,1544.0,1156.0,1156.0
ARCN1,2543.0,2765.0,3005.0,2636.0,2311.0
PHLDB1,2133.0,2238.0,2104.0,2402.0,2230.0
AP000941.1,20.0,29.0,17.0,12.0,19.0
TREH,28.0,61.0,45.0,72.0,25.0
AP002954.1,47.0,100.0,49.0,60.0,50.0
AP002954.2,1.0,14.0,4.0,11.0,7.0
DDX6,13274.0,10805.0,12086.0,13743.0,14085.0
AP004609.3,165.0,106.0,172.0,89.0,176.0
CXCR5,27.0,42.0,22.0,34.0,13.0
AP004609.1,1.0,0.0,1.0,0.0,1.0
BCL9L,992.0,880.0,1134.0,1699.0,918.0
UPK2,142.0,179.0,158.0,196.0,213.0
FOXR1,4.0,8.0,12.0,6.0,10.0
CCDC84-DT,57.0,77.0,110.0,46.0,126.0
CCDC84,1979.0,2478.0,2159.0,1991.0,2546.0
AP003392.1,147.0,268.0,193.0,168.0,197.0
RPS25,81591.0,85962.0,93082.0,70916.0,65638.0
TRAPPC4,6032.0,7696.0,5685.0,5639.0,5780.0
SLC37A4,1568.0,1027.0,1263.0,637.0,952.0
AP003392.3,7.0,4.0,9.0,4.0,5.0
HYOU1,823.0,934.0,901.0,726.0,609.0
AP003392.4,9.0,4.0,6.0,10.0,7.0
AP003392.5,14.0,45.0,25.0,32.0,33.0
VPS11,982.0,823.0,877.0,917.0,1131.0
HMBS,1729.0,1100.0,1430.0,974.0,1108.0
H2AFX,8669.0,3945.0,5846.0,2585.0,6224.0
DPAGT1,1042.0,594.0,1020.0,892.0,581.0
C2CD2L,448.0,377.0,400.0,680.0,328.0
HINFP,1937.0,1572.0,1833.0,2251.0,1708.0
ABCG4,56.0,99.0,46.0,58.0,68.0
NLRX1,266.0,204.0,218.0,151.0,166.0
PDZD3,7.0,25.0,7.0,10.0,4.0
CCDC153,88.0,65.0,85.0,37.0,74.0
CBL,4139.0,4779.0,4406.0,4796.0,5930.0
MCAM,882.0,741.0,1311.0,670.0,889.0
RNF26,1780.0,829.0,1339.0,890.0,1001.0
AP003396.1,0.0,0.0,1.0,0.0,0.0
C1QTNF5,0.0,1.0,0.0,0.0,0.0
MFRP,0.0,0.0,0.0,0.0,0.0
USP2,234.0,146.0,261.0,191.0,167.0
USP2-AS1,257.0,167.0,356.0,194.0,173.0
AP003396.3,0.0,0.0,0.0,0.0,0.0
THY1,1837.0,1644.0,1944.0,2134.0,1977.0
AP003396.5,10.0,3.0,9.0,8.0,5.0
AP003393.1,60.0,76.0,75.0,52.0,60.0
NECTIN1,1709.0,2236.0,1877.0,2469.0,2307.0
NECTIN1-AS1,88.0,346.0,146.0,186.0,194.0
AP003390.1,24.0,29.0,12.0,30.0,24.0
AP001994.2,3.0,10.0,3.0,7.0,1.0
AP001994.3,1.0,0.0,1.0,2.0,0.0
AP001360.3,0.0,3.0,1.0,0.0,0.0
LINC02744,1.0,0.0,0.0,1.0,1.0
AP001360.1,1.0,2.0,0.0,2.0,1.0
AP001360.2,0.0,0.0,0.0,3.0,0.0
TRIM29,37.0,76.0,61.0,41.0,14.0
AP000679.1,0.0,1.0,0.0,1.0,0.0
OAF,1441.0,1143.0,1200.0,403.0,334.0
POU2F3,14.0,22.0,18.0,41.0,5.0
AP001150.1,4.0,9.0,8.0,155.0,3.0
TLCD5,1036.0,1022.0,1184.0,1091.0,844.0
ARHGEF12,9753.0,10904.0,10490.0,11979.0,11316.0
GRIK4,1530.0,2425.0,1949.0,2356.0,2658.0
AP004147.1,173.0,177.0,228.0,204.0,239.0
TBCEL,3244.0,3331.0,3380.0,2936.0,3282.0
TECTA,214.0,321.0,289.0,272.0,304.0
SC5D,3459.0,3991.0,3416.0,3718.0,4776.0
AP000977.1,4.0,0.0,2.0,2.0,2.0
SORL1,1167.0,1191.0,1168.0,1865.0,1133.0
AP001977.1,186.0,231.0,179.0,258.0,200.0
AP001924.1,3.0,20.0,3.0,25.0,19.0
AP001924.2,0.0,0.0,1.0,0.0,0.0
MIR100HG,14177.0,19932.0,11015.0,20377.0,18358.0
BLID,1.0,2.0,2.0,1.0,5.0
AP000755.1,0.0,0.0,0.0,0.0,0.0
AP000755.2,6.0,2.0,9.0,3.0,3.0
UBASH3B,1313.0,2025.0,1575.0,2439.0,2451.0
AP002762.3,4.0,12.0,10.0,15.0,20.0
AP002762.2,427.0,554.0,573.0,803.0,721.0
CRTAM,10.0,21.0,12.0,9.0,11.0
JHY,248.0,283.0,327.0,168.0,283.0
BSX,2.0,0.0,4.0,1.0,0.0
HSPA8,57055.0,22832.0,39664.0,35591.0,33287.0
AP000926.2,525.0,420.0,582.0,541.0,501.0
CLMP,2695.0,2335.0,3576.0,2470.0,2517.0
AP001970.1,31.0,19.0,70.0,22.0,20.0
LINC02727,0.0,0.0,0.0,0.0,0.0
GRAMD1B,3042.0,2411.0,2245.0,4381.0,1961.0
SCN3B,3293.0,4924.0,3926.0,6629.0,6793.0
AP002765.1,16.0,21.0,7.0,6.0,15.0
ZNF202,602.0,562.0,691.0,622.0,693.0
OR6X1,0.0,0.0,0.0,0.0,0.0
OR6M1,0.0,0.0,0.0,0.0,0.0
TMEM225,0.0,2.0,0.0,1.0,1.0
OR8D4,2.0,5.0,1.0,2.0,3.0
OR4D5,0.0,0.0,0.0,0.0,0.0
OR6T1,0.0,0.0,0.0,0.0,0.0
OR10S1,0.0,0.0,0.0,0.0,0.0
OR10G6,0.0,0.0,0.0,0.0,0.0
OR10G4,0.0,0.0,1.0,0.0,0.0
OR10G9,0.0,0.0,0.0,0.0,0.0
OR10G8,0.0,0.0,0.0,0.0,0.0
OR10G7,0.0,0.0,0.0,0.0,0.0
VWA5A,1013.0,544.0,991.0,795.0,788.0
OR10D3,0.0,36.0,3.0,5.0,1.0
OR8G1,2.0,92.0,4.0,6.0,1.0
OR8G5,0.0,37.0,3.0,3.0,0.0
OR8D1,0.0,31.0,2.0,2.0,0.0
OR8D2,0.0,3.0,0.0,0.0,0.0
OR8B2,0.0,15.0,1.0,1.0,0.0
OR8B3,1.0,76.0,1.0,9.0,2.0
AP001804.1,0.0,4.0,2.0,2.0,0.0
OR8B4,0.0,0.0,0.0,0.0,0.0
OR8B8,1.0,13.0,1.0,1.0,0.0
OR8B12,0.0,7.0,0.0,0.0,0.0
OR8A1,16.0,714.0,24.0,57.0,10.0
PANX3,10.0,205.0,15.0,20.0,3.0
TBRG1,4483.0,4313.0,4210.0,4747.0,4572.0
SIAE,274.0,246.0,203.0,242.0,275.0
SPA17,1558.0,878.0,1106.0,436.0,881.0
NRGN,941.0,1271.0,397.0,1112.0,1643.0
AP000866.5,3.0,1.0,2.0,4.0,3.0
VSIG2,6.0,17.0,3.0,12.0,10.0
ESAM,21.0,34.0,19.0,21.0,22.0
AP000866.2,197.0,319.0,235.0,141.0,182.0
MSANTD2,3080.0,3424.0,3139.0,2550.0,3440.0
AP000866.6,206.0,232.0,196.0,162.0,191.0
AP000866.1,496.0,401.0,514.0,561.0,370.0
ROBO3,537.0,345.0,545.0,185.0,147.0
AP003501.1,5.0,9.0,8.0,2.0,1.0
ROBO4,18.0,36.0,27.0,20.0,5.0
AP003501.2,0.0,0.0,0.0,0.0,0.0
HEPACAM,4.0,19.0,15.0,13.0,2.0
HEPN1,3.0,11.0,10.0,7.0,6.0
CCDC15-DT,224.0,116.0,203.0,138.0,128.0
CCDC15,628.0,519.0,529.0,483.0,549.0
SLC37A2,32.0,15.0,25.0,31.0,10.0
TMEM218,2113.0,1884.0,2079.0,999.0,1599.0
AP001007.2,39.0,22.0,28.0,18.0,35.0
PKNOX2-AS1,4.0,5.0,2.0,9.0,12.0
PKNOX2,4734.0,4433.0,5471.0,5141.0,3633.0
AP001007.3,1.0,0.0,1.0,1.0,1.0
AP001007.1,41.0,72.0,82.0,49.0,38.0
FEZ1,24498.0,27196.0,22351.0,26710.0,30125.0
AP000708.1,75.0,95.0,92.0,129.0,160.0
EI24,7978.0,6428.0,7356.0,6449.0,6902.0
STT3A,2241.0,1891.0,2574.0,2407.0,1656.0
CHEK1,5036.0,3058.0,3761.0,1556.0,3326.0
ACRV1,276.0,90.0,243.0,57.0,175.0
PATE1,1.0,1.0,2.0,2.0,2.0
PATE2,5.0,8.0,5.0,10.0,5.0
PATE3,0.0,1.0,0.0,0.0,0.0
PATE4,0.0,5.0,1.0,1.0,1.0
AP000842.3,2.0,5.0,3.0,11.0,0.0
HYLS1,824.0,685.0,558.0,930.0,660.0
PUS3,1154.0,1208.0,1227.0,1284.0,951.0
AP000842.2,83.0,143.0,141.0,144.0,118.0
DDX25,1030.0,1006.0,738.0,1336.0,1123.0
