source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources
E2F1,CDKN2A,True,True,True,True,True,False,8,ACSN:11034215;ACSN:12446760;ACSN:15175242;ACSN:16135794;BioGRID:16135794;HPRD:11314038;SPIKE:11883935;SPIKE:18319725,ACSN;BioGRID;HPRD;SPIKE;Wang,post_translational,11034215;11314038;11883935;12446760;15175242;16135794;18319725,7,5,5
E2F1,CDKN2A,True,True,True,True,True,False,9,ACSN:11034215;ACSN:12446760;ACSN:15175242;ACSN:16135794;BioGRID:16135794;DIP:11314038;HPRD:11314038;SPIKE:11883935;SPIKE:18319725,ACSN;BioGRID;DIP;HPRD;SPIKE;Wang,post_translational,11034215;11314038;11883935;12446760;15175242;16135794;18319725,7,6,6
CDKN2A,E2F1,True,False,True,False,False,False,5,ACSN:12446760;ACSN:16135794;BioGRID:16135794;DIP:11314038;HPRD:11314038,ACSN;BioGRID;DIP;HPRD;Wang,post_translational,11314038;12446760;16135794,3,5,5
TP53,EGFR,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
TP53,HGF,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
CDK1,E2F1,True,True,False,True,True,False,14,ACSN:15279786;ACSN:17303408;ACSN:17660363;ACSN:18590585;ACSN:7575488;HPRD-phos:8087847;HPRD:8087847;KEA:17570479;KEA:8087847;PhosphoSite:27175585;ProtMapper:8087847;SIGNOR:8087847;iPTMnet:8087847;phosphoELM:8087847,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,15279786;17303408;17570479;17660363;18590585;27175585;7575488;8087847,8,20,11
E2F1,CDK1,True,True,False,False,False,False,4,ACSN:15510213;HPRD:8087847;SPIKE:18319725;SPIKE:20224733,ACSN;HPRD;SPIKE;Wang,post_translational,15510213;18319725;20224733;8087847,4,4,4
TP53,COL18A1,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
EIF2AK2,STAT1,True,True,True,True,True,False,8,BioGRID:11278865;HPRD:11278865;HPRD:9135145;ProtMapper:16516295;ProtMapper:23597922;SPIKE:10637230;SignaLink3:23597922;iPTMnet:23597922,BioGRID;HPRD;PhosphoPoint;ProtMapper;RLIMS-P_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet,post_translational,10637230;11278865;16516295;23597922;9135145,5,10,8
TP53,BCL2,True,False,True,True,False,True,5,HPRD:12667443;SIGNOR:19007744;SPIKE:11313951;SPIKE:19555669;SPIKE:8205530,HPRD;SIGNOR;SPIKE;Wang,post_translational,11313951;12667443;19007744;19555669;8205530,5,4,4
BCL2,TP53,True,False,True,False,False,False,1,HPRD:12667443,HPRD;Wang,post_translational,12667443,1,2,2
TP53,VCAN,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
AXIN1,GSK3B,True,True,True,False,False,False,69,BioGRID:17318175;BioGRID:17601533;BioGRID:22270359;CancerCellMap:10228155;CancerCellMap:10535959;CancerCellMap:9501208;ELM:12554650;ELM:20043192;HPRD:10488109;HPRD:10581160;HPRD:17318175;HPRD:9482734;HPRD:9734785;IntAct:10481074;IntAct:11738041;IntAct:17318191;IntAct:17601533;IntAct:19202075;IntAct:19303846;IntAct:19759537;IntAct:21242974;IntAct:21988832;IntAct:25241761;Lit-BM-17:10228155;Lit-BM-17:10481074;Lit-BM-17:11738041;Lit-BM-17:12511557;Lit-BM-17:12584189;Lit-BM-17:16199882;Lit-BM-17:16293724;Lit-BM-17:16890161;Lit-BM-17:17318175;Lit-BM-17:17318191;Lit-BM-17:17601533;Lit-BM-17:18593713;Lit-BM-17:18632848;Lit-BM-17:19131971;Lit-BM-17:19202075;Lit-BM-17:19303846;Lit-BM-17:20128690;Lit-BM-17:21242974;Lit-BM-17:21502811;Lit-BM-17:21988832;Lit-BM-17:22270359;Lit-BM-17:22509369;Lit-BM-17:22613765;Lit-BM-17:22682247;Lit-BM-17:22773187;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:23959799;Lit-BM-17:24451375;Lit-BM-17:24976009;Lit-BM-17:25241761;Lit-BM-17:26496610;Lit-BM-17:26912724;Lit-BM-17:9734785;Macrophage:9554852;NetPath:10228155;NetPath:10428961;NetPath:11278246;NetPath:9501208;SPIKE:12554650;SPIKE:14734535;SPIKE:16568235;SPIKE:17318191;SPIKE:9601641;SPIKE:9734785,BioGRID;CancerCellMap;ELM;HPRD;IntAct;Lit-BM-17;Macrophage;NetPath;SPIKE,post_translational,10228155;10428961;10481074;10488109;10535959;10581160;11278246;11738041;12511557;12554650;12584189;14734535;16199882;16293724;16568235;16890161;17318175;17318191;17601533;18593713;18632848;19131971;19202075;19303846;19759537;20043192;20128690;21242974;21502811;21988832;22270359;22509369;22613765;22682247;22773187;23455922;23602568;23959799;24451375;24976009;25241761;26496610;26912724;9482734;9501208;9554852;9601641;9734785,48,9,9
GSK3B,AXIN1,True,True,False,True,True,False,100,ACSN:10421629;ACSN:10581160;ACSN:11487578;ACSN:11967263;ACSN:12554650;ACSN:14663202;ACSN:15020233;ACSN:15327768;ACSN:15465828;ACSN:16944320;ACSN:17318175;ACSN:8524413;ACSN:8638126;ACSN:9832503;BioGRID:17318175;BioGRID:17601533;BioGRID:22270359;CancerCellMap:10228155;CancerCellMap:10535959;CancerCellMap:9501208;ELM:12554650;ELM:20043192;HPRD-phos:10581160;HPRD:10488109;HPRD:10581160;HPRD:17318175;HPRD:9482734;HPRD:9734785;IntAct:10481074;IntAct:11738041;IntAct:17318191;IntAct:17601533;IntAct:19202075;IntAct:19303846;IntAct:19759537;IntAct:21242974;IntAct:21988832;IntAct:25241761;KEA:10581160;KEA:17570479;Lit-BM-17:10228155;Lit-BM-17:10481074;Lit-BM-17:11738041;Lit-BM-17:12511557;Lit-BM-17:12584189;Lit-BM-17:16199882;Lit-BM-17:16293724;Lit-BM-17:16890161;Lit-BM-17:17318175;Lit-BM-17:17318191;Lit-BM-17:17601533;Lit-BM-17:18593713;Lit-BM-17:18632848;Lit-BM-17:19131971;Lit-BM-17:19202075;Lit-BM-17:19303846;Lit-BM-17:20128690;Lit-BM-17:21242974;Lit-BM-17:21502811;Lit-BM-17:21988832;Lit-BM-17:22270359;Lit-BM-17:22509369;Lit-BM-17:22613765;Lit-BM-17:22682247;Lit-BM-17:22773187;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:23959799;Lit-BM-17:24451375;Lit-BM-17:24976009;Lit-BM-17:25241761;Lit-BM-17:26496610;Lit-BM-17:26912724;Lit-BM-17:9734785;Macrophage:9554852;NetPath:10228155;NetPath:10428961;NetPath:11278246;NetPath:9501208;ProtMapper:10581160;SIGNOR:10318824;SIGNOR:10581160;SIGNOR:23579495;SIGNOR:9734785;SPIKE:16568235;SPIKE:17318191;SignaLink3:10318824;SignaLink3:10488109;SignaLink3:10581160;SignaLink3:12511557;SignaLink3:16199882;SignaLink3:17318175;SignaLink3:18632848;SignaLink3:19131971;SignaLink3:21242974;SignaLink3:21502811;SignaLink3:23331499;SignaLink3:9482734;SignaLink3:9734785;iPTMnet:10581160,ACSN;BioGRID;CancerCellMap;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;IntAct;KEA;Lit-BM-17;MIMP;Macrophage;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM_KEA,post_translational,10228155;10318824;10421629;10428961;10481074;10488109;10535959;10581160;11278246;11487578;11738041;11967263;12511557;12554650;12584189;14663202;15020233;15327768;15465828;16199882;16293724;16568235;16890161;16944320;17318175;17318191;17570479;17601533;18593713;18632848;19131971;19202075;19303846;19759537;20043192;20128690;21242974;21502811;21988832;22270359;22509369;22613765;22682247;22773187;23331499;23455922;23579495;23602568;23959799;24451375;24976009;25241761;26496610;26912724;8524413;8638126;9482734;9501208;9554852;9734785;9832503,61,26,19
LRP6,GSK3B,True,False,True,False,False,False,5,HPRD:16365045;IntAct:16365045;Lit-BM-17:16890161;Lit-BM-17:19107203;SPIKE:19107203,HPRD;IntAct;Lit-BM-17;SPIKE,post_translational,16365045;16890161;19107203,3,4,4
GSK3B,LRP6,True,True,False,True,True,False,19,ACSN:17318175;ACSN:19366350;ACSN:21406690;ACSN:21606194;ACSN:21709260;HPRD:16365045;IntAct:16365045;KEA:16365045;Lit-BM-17:16890161;Lit-BM-17:19107203;ProtMapper:16341017;ProtMapper:16890161;ProtMapper:22357953;SIGNOR:16341017;SignaLink3:16340998;SignaLink3:16365045;SignaLink3:23331499;iPTMnet:16341017;iPTMnet:16365045,ACSN;HPRD;HPRD_KEA;HPRD_MIMP;IntAct;KEA;Lit-BM-17;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet,post_translational,16340998;16341017;16365045;16890161;17318175;19107203;19366350;21406690;21606194;21709260;22357953;23331499,12,20,12
E2F1,CASP3,True,True,False,True,True,False,3,ACSN:12389032;SPIKE:18319725;SPIKE:18660752,ACSN;SPIKE,post_translational,12389032;18319725;18660752,3,2,2
TP53,MMP2,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
ATR,E2F1,True,True,False,True,True,False,21,ACSN:15140942;ACSN:15494392;ACSN:15838517;HPRD:11459832;KEA:11459832;PhosphoSite:11459832;PhosphoSite:22184068;PhosphoSite:27903963;ProtMapper:11459832;ProtMapper:22174788;ProtMapper:23202967;ProtMapper:24741006;ProtMapper:25101673;ProtMapper:26843428;ProtMapper:27025900;ProtMapper:27028861;ProtMapper:27827925;SIGNOR:11459832;SPIKE:20413589;iPTMnet:11459832;phosphoELM:11459832,ACSN;HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,11459832;15140942;15494392;15838517;20413589;22174788;22184068;23202967;24741006;25101673;26843428;27025900;27028861;27827925;27903963,15,21,11
TP53,RB1,True,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2
TP53,PTK2,True,False,True,False,False,False,9,HPRD:15855171;IntAct:15855171;IntAct:19857493;IntAct:25241761;Lit-BM-17:15855171;Lit-BM-17:18206965;Lit-BM-17:19857493;Lit-BM-17:25241761;SPIKE:18431400,HPRD;IntAct;Lit-BM-17;SPIKE,post_translational,15855171;18206965;18431400;19857493;25241761,5,4,4
PTK2,TP53,True,False,False,False,False,False,9,HPRD:15855171;IntAct:15855171;IntAct:19857493;IntAct:25241761;Lit-BM-17:15855171;Lit-BM-17:18206965;Lit-BM-17:19857493;Lit-BM-17:25241761;ProtMapper:19857493,HPRD;IntAct;Lit-BM-17;PhosphoPoint;ProtMapper;RLIMS-P_ProtMapper,post_translational,15855171;18206965;19857493;25241761,4,6,5
TP53,TEP1,True,True,False,True,True,False,9,ACSN:17409411;ACSN:17823410;ACSN:18172008;ACSN:21336307;ACSN:21483453;ACSN:21518799;BioGRID:18339852;HPRD:12620407;SPIKE:18431400,ACSN;BioGRID;HPRD;SPIKE;Wang,post_translational,12620407;17409411;17823410;18172008;18339852;18431400;21336307;21483453;21518799,9,5,5
AKT1,FOXO1,True,True,True,True,False,True,81,ACSN:10102273;ACSN:10217147;ACSN:11463845;ACSN:11756412;ACSN:16680151;ACSN:17646672;ACSN:17680028;ACSN:18593906;ACSN:19216069;ACSN:20214616;ACSN:20398329;ACSN:20452955;ACSN:9829964;BioGRID:10358014;BioGRID:16076959;CA1:10102273;CA1:10358075;CancerCellMap:11030146;DIP:18786403;HPRD-phos:10358014;HPRD:10358014;InnateDB:10358075;InnateDB:11237865;KEA:10358014;KEA:11410590;KEA:12560069;KEA:17570479;Lit-BM-17:10358014;Lit-BM-17:10358075;Lit-BM-17:16076959;Lit-BM-17:18786403;Lit-BM-17:25241761;PhosphoSite:10358075;PhosphoSite:10358076;PhosphoSite:11030146;PhosphoSite:11237865;PhosphoSite:11311120;PhosphoSite:11980723;PhosphoSite:12228231;PhosphoSite:14664696;PhosphoSite:16076959;PhosphoSite:16670091;PhosphoSite:18951090;PhosphoSite:20041807;PhosphoSite:28279977;PhosphoSite:30728292;PhosphoSite:31308176;ProtMapper:10102273;ProtMapper:10358075;ProtMapper:10377430;ProtMapper:11237865;ProtMapper:11544290;ProtMapper:11864996;ProtMapper:11980723;ProtMapper:12456685;ProtMapper:15132996;SIGNOR:10377430;SIGNOR:11237865;SIGNOR:18423396;SIGNOR:21440011;SIGNOR:21798082;SPIKE:11030146;SPIKE:11251083;SPIKE:16341064;SPIKE:17254970;SPIKE:17962350;SPIKE:18985696;SPIKE:2984676;SPIKE:2987962;SignaLink3:10358014;SignaLink3:10358075;SignaLink3:11237865;SignaLink3:13679577;SignaLink3:18988627;SignaLink3:23180781;SignaLink3:23331499;dbPTM:10358075;dbPTM:11980723;iPTMnet:10358014;iPTMnet:10358075;iPTMnet:11237865,ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CA1;CancerCellMap;DIP;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;InnateDB_SignaLink3;KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,post_translational,10102273;10217147;10358014;10358075;10358076;10377430;11030146;11237865;11251083;11311120;11410590;11463845;11544290;11756412;11864996;11980723;12228231;12456685;12560069;13679577;14664696;15132996;16076959;16341064;16670091;16680151;17254970;17570479;17646672;17680028;17962350;18423396;18593906;18786403;18951090;18985696;18988627;19216069;20041807;20214616;20398329;20452955;21440011;21798082;23180781;23331499;25241761;28279977;2984676;2987962;30728292;31308176;9829964,53,34,20
PIK3R4,PIK3C3,True,True,False,True,True,False,6,HPRD:8999962;InnateDB:18957027;InnateDB:21575909;SIGNOR:27411398;SIGNOR:8999962;SPIKE:8999962,HPRD;InnateDB;PhosphoPoint;SIGNOR;SPIKE;Wang,post_translational,18957027;21575909;27411398;8999962,4,6,6
E2F1,PPM1D,True,True,False,True,True,False,1,SPIKE:16912047,SPIKE,post_translational,16912047,1,1,1
CASP3,RELA,True,False,True,True,False,True,1,SPIKE:9500443,SPIKE,post_translational,9500443,1,1,1
EGFR,EGF,True,True,False,False,False,False,50,AlzPathway:18270696;BioGRID:12093292;BioGRID:26280537;CancerCellMap:3494473;DIP:10085134;DIP:10970856;DIP:11684674;DIP:17697999;DIP:18427122;DIP:21822280;DIP:26280537;DIP:8663535;HPMR:6289330;HPRD:10788520;HPRD:12093292;HPRD:12297050;HPRD:12620237;HPRD:15620700;HPRD:16274239;IntAct:12297050;IntAct:12620237;IntAct:17697999;IntAct:21439278;IntAct:21822280;IntAct:25241761;IntAct:26280537;IntAct:2790960;IntAct:28988771;IntAct:30083275;IntAct:9135143;Lit-BM-17:10085134;Lit-BM-17:10970856;Lit-BM-17:11684674;Lit-BM-17:12093292;Lit-BM-17:12297050;Lit-BM-17:12620237;Lit-BM-17:17697999;Lit-BM-17:18271526;Lit-BM-17:18427122;Lit-BM-17:19531499;Lit-BM-17:21439278;Lit-BM-17:23597562;Lit-BM-17:25080504;Lit-BM-17:25241761;Lit-BM-17:25453753;Lit-BM-17:26280537;Lit-BM-17:2790960;Lit-BM-17:8663535;NetPath:19531499;NetPath:3494473,AlzPathway;Baccin2019;BioGRID;CancerCellMap;CellCall;CellPhoneDB;DIP;HPMR;HPRD;IntAct;Lit-BM-17;NetPath;PhosphoPoint;Ramilowski2015_Baccin2019;Wang,post_translational,10085134;10788520;10970856;11684674;12093292;12297050;12620237;15620700;16274239;17697999;18270696;18271526;18427122;19531499;21439278;21822280;23597562;25080504;25241761;25453753;26280537;2790960;28988771;30083275;3494473;6289330;8663535;9135143,28,15,14
