	gene	pval	qval	log2fc	mean	zero_mean	grad	coef_mle	coef_sd	ll
19	CDKN2C	0.07036857489546988	0.0970601033040964	-0.3108778240626737	0.0646	False	1.3288422161007729e-09	-0.3108778240626737	0.1718002361848219	-1049.8212048568046
20	DAB1	3.063394981084322e-05	8.234932744850328e-05	-0.23902944116834585	1.9264	False	1.4866744300817795e-09	-0.23902944116834585	0.05733905998299208	-8485.133115276583
21	LINC01748	7.49356734441875e-08	2.9758423150716065e-07	-0.6363096919977391	0.2082	False	2.5407548164824156e-09	-0.6363096919977391	0.11829701299434811	-2287.8475612782313
22	AC099792.1	1.6349144260630055e-12	1.1046719095020308e-11	-0.6928447198235241	0.3892	False	5.8511826954055215e-08	-0.6928447198235241	0.09810134369834435	-3367.3943034297176
23	NFIA	4.103333894889261e-09	1.840060042551238e-08	0.4345495479498786	3.1698	False	1.1814613095490006e-07	0.4345495479498786	0.0739033235472825	-8818.485584989525
24	NFIA-AS2	9.022347535747599e-09	3.957169971819122e-08	-1.1306091567320713	0.2454	False	1.4824530719797244e-08	-1.1306091567320713	0.19669085322210692	-1616.292144296684
25	ROR1	0.5317238232764361	0.5811189325425531	-0.049409774123187596	0.5176	False	3.5172190205235435e-08	-0.049409774123187596	0.07900801359781104	-4310.743012448272
26	CACHD1	0.019075923520095683	0.02934757464630105	0.14705672315010065	1.387	False	4.4276595394347005e-10	0.14705672315010065	0.06273633363505762	-7191.270160737459
27	PDE4B	3.318894936654715e-09	1.5224288700250985e-08	0.3787842486415857	1.8102	False	1.0708573297952828e-07	0.3787842486415857	0.06403798660438062	-7871.429461543091
28	SGIP1	0.1329239680890768	0.1717363928799442	-0.07281591815588484	1.2218	False	4.4066192091602564e-08	-0.07281591815588484	0.04845766644471522	-7465.744171731082
29	GNG12-AS1	0.017140894844853483	0.026657690271933876	0.20673755771483096	0.4996	False	3.783272830258957e-08	0.20673755771483096	0.08673072457391927	-4043.9635050077854
30	DIRAS3	0.07105511140388932	0.09773742971649149	-0.2641116848725139	0.0648	False	3.5096779166778057e-09	-0.2641116848725139	0.14631212425352927	-1141.6054948201258
31	WLS	1.5698553568199713e-13	1.1803423735488505e-12	0.598065126219367	1.1078	False	1.911685297745769e-08	0.598065126219367	0.08102697386644236	-5750.2131135333975
32	DEPDC1	0.004353901845278507	0.00776096585611142	-0.4843524765287625	0.0796	False	5.504342886902824e-11	-0.4843524765287625	0.16986994791837498	-1173.1612797120529
33	NEGR1	0.3712545132961558	0.4228411313168061	0.055215774444177024	2.448	False	5.8113069121987155e-08	0.055215774444177024	0.06175391201220295	-8950.97772723928
34	LHX8	0.028771521546895773	0.04294256947297876	-1.2252427007436149	0.0208	False	1.0253032835019424e-09	-1.2252427007436149	0.560340732506596	-240.9146989097772
35	ST6GALNAC3	1.9635986392430027e-08	8.355738890395756e-08	-0.33158327586195446	0.849	False	1.1384867962794146e-08	-0.33158327586195446	0.05905124801110877	-6019.714212828152
36	ST6GALNAC5	0.5615273716343541	0.6096931288103735	0.03697433467973444	1.986	False	1.5816430732729092e-08	0.03697433467973444	0.06368578878347421	-8228.993765637522
37	IFI44L	1.2528318760196555e-07	4.781801053510135e-07	-0.5607387637155962	0.2166	False	1.2196738882974679e-09	-0.5607387637155962	0.1060877062502795	-2487.3864423249497
38	COL24A1	0.0	0.0	-2.641640637502777	0.1418	False	2.5193449824760514e-09	-2.641640637502777	0.19597050405758207	-1481.5690306604133
39	ARHGAP29	0.7643494726534954	0.7961973673473911	-0.04997053040558873	0.0746	False	6.60395856881546e-10	-0.04997053040558873	0.16669395536403322	-1140.8883329394234
40	DPYD	0.8304863543635597	0.8531256403471811	-0.016284106095915418	1.0498	False	7.96878242702026e-09	-0.016284106095915418	0.07606628460194778	-5898.6993527452605
41	AL445433.2	0.04397639682081733	0.06300343384071251	0.3438195461220725	0.0886	False	2.2730464380466624e-08	0.3438195461220725	0.17068801237958617	-1227.3912346248705
42	NTNG1	0.0006700580137735113	0.0013730697003555559	0.4194443505796658	0.3096	False	1.4996191068747985e-09	0.4194443505796658	0.12330990842454986	-2636.5991800387083
43	NHLH2	0.2388020512271316	0.28667713232548814	0.19180041399590178	0.103	False	1.445809698103093e-09	0.19180041399590178	0.16282057537615222	-1350.7339006612203
44	HJV	0.0061682613576379275	0.010634933375237807	2.576823705277612	0.0148	False	3.71078458447266e-09	2.576823705277612	0.9408929863782372	-107.98808120057032
45	HIST2H2AC	3.2862601528904634e-14	2.73855012740872e-13	-1.2208519143261247	0.076	False	8.393222344310612e-09	-1.2208519143261247	0.16091713308582228	-1192.825958362345
46	MLLT11	0.6869261985137411	0.726906030173271	-0.015505858220481193	5.5514	False	4.110132507911615e-08	-0.015505858220481193	0.038473216622574274	-13764.328971443545
47	S100A10	0.33916907293372756	0.39117213425927455	0.17574371641172232	0.075	False	7.97617404042078e-10	0.17574371641172232	0.18386920124499037	-1075.0470444755583
48	S100A11	0.7552523075789648	0.7891873642413425	0.11892243115887323	0.0398	False	2.0288501634525836e-09	0.11892243115887323	0.38150237222984745	-445.48392583876546
49	S100A6	0.0	0.0	1.1497678658406987	0.1808	False	1.210830028891205e-08	1.1497678658406987	0.10430612079550448	-2223.2341862729127
50	KCNN3	6.749477062584219e-06	2.0515127849800058e-05	-0.30267471960682424	0.597	False	6.196092368674423e-09	-0.30267471960682424	0.06723953927441773	-4907.332683548634
51	CKS1B	4.5075054799781356e-14	3.6646386016082405e-13	-0.5186592824389081	0.7994	False	2.05748757215258e-08	-0.5186592824389081	0.06874077612882683	-5464.160629487249
52	C1orf61	0.0017832276600011632	0.0034031062213762653	0.15119329838451565	4.1552	False	9.798500932903476e-08	0.15119329838451565	0.048395101725382715	-11841.911789267788
53	CRABP2	0.0	0.0	0.8235493846238847	0.5926	False	1.4795286670168457e-10	0.8235493846238847	0.07285820655206628	-4633.323476923698
54	NHLH1	0.004923949869763078	0.008668925827047673	-0.4113988105744558	0.2746	False	2.7842699294248483e-08	-0.4113988105744558	0.14630283960731177	-2244.4563435362875
55	FCER1G	0.03898157955449655	0.05641328444934378	-0.8694941116650123	0.0098	False	1.3057953662413273e-09	-0.8694941116650123	0.421188720436893	-229.68504297483915
56	PCP4L1	2.056566391983594e-05	5.7285971921548584e-05	0.5113684055725164	0.1038	False	2.460503977301661e-10	0.5113684055725164	0.12007732241247025	-1599.1529728371668
57	HSPA6	0.012414993367605431	0.01986398938816869	1.3057953888049512	0.0326	False	1.2599021619128654e-09	1.3057953888049512	0.5222923038378002	-292.08256294919283
58	NUF2	0.00011376787663186505	0.00027816106755957227	-0.4108004981312012	0.302	False	1.3404104124431493e-08	-0.4108004981312012	0.1064475982580677	-2870.243245308326
59	LMX1A	5.828670879282072e-13	4.019773020194532e-12	1.1089669401309226	0.2658	False	5.915819736721783e-08	1.1089669401309226	0.1539287684647421	-2069.8271125228257
60	AL596087.2	0.2734577206961841	0.3251578129562237	-0.21168945986069734	0.0594	False	6.729033159083575e-11	-0.21168945986069734	0.19329996624105805	-939.0832420570518
61	ILDR2	0.40137798030046	0.4525118154458399	0.09031731110748914	0.143	False	1.5589319431838499e-09	0.09031731110748914	0.10762788239421545	-2001.7298429149998
62	PRRX1	0.1593189631022689	0.20014945113350363	0.3504452210942095	0.0578	False	1.1642392789622257e-08	0.3504452210942095	0.2490079229120136	-757.4408009273624
63	DNM3	0.0	0.0	0.5024502274250721	1.6332	False	2.6357608698486954e-08	0.5024502274250721	0.05151341970654171	-8220.360699955974
64	PAPPA2	9.082809400151604e-07	3.1320032414315875e-06	-0.6864331833031792	0.2982	False	4.79338843769439e-08	-0.6864331833031792	0.1397878517657245	-2332.0904712571796
65	BRINP2	0.38989139108543625	0.4425554949891444	0.08542329448908846	0.3206	False	1.923800143143195e-08	0.08542329448908846	0.09935085997818621	-3096.360387003122
66	RGS16	0.0996368179250342	0.13249576851733272	0.182431063030444	0.3478	False	1.1226146380732264e-09	0.182431063030444	0.11079144448153738	-2976.0005844329276
67	HMCN1	0.4055963308865169	0.45675262487220375	-0.15439047082348212	0.0518	False	2.2507012587200115e-09	-0.15439047082348212	0.18563953246124082	-899.3105999722784
68	BRINP3	5.329070518200751e-15	4.889055521285093e-14	-1.0316439846784433	0.5704	False	2.1004324239807443e-08	-1.0316439846784433	0.13196781395638382	-3129.0701108866133
69	AL136456.1	0.1542231043346487	0.19521911941094772	0.3632234577351926	0.03	False	2.7164868280360466e-10	0.3632234577351926	0.2549344352214904	-554.9662011821101
70	ASPM	0.011973518259698501	0.019188330544388624	-0.3498654644649155	0.3764	False	4.633007220783414e-10	-0.3498654644649155	0.13922644997708283	-2590.4961064002932
71	LHX9	0.007117584788606468	0.012043290674461029	0.33593934656312185	0.3714	False	6.609577005962543e-09	0.33593934656312185	0.12482455846141648	-2823.76952996148
72	KIF14	0.0720117942920826	0.09864629355079808	-0.2902352135167684	0.2026	False	1.0551689228470441e-08	-0.2902352135167684	0.16132750972958823	-1832.9269016193266
73	UBE2T	2.550245089238956e-05	6.967882757483487e-05	-0.2645207092474576	0.718	False	3.5487838080679824e-09	-0.2645207092474576	0.06282694893032932	-5445.89147916388
74	NFASC	0.5164640984870692	0.5662983536042425	0.03744791116673083	0.721	False	9.310655518248134e-10	0.03744791116673083	0.057718238905431145	-5636.649453031191
75	CNTN2	0.0004089780198595072	0.0008773887319572908	-0.5212135731543345	0.1046	False	1.1893756021036373e-10	-0.5212135731543345	0.14747620015300017	-1447.1987720333877
76	PLXNA2	0.28889167404661276	0.34027287873570405	-0.06341428783269037	1.4606	False	1.805703377870671e-08	-0.06341428783269037	0.05979342984771572	-7530.478774706227
77	NEK2	0.003133858458425509	0.005718719814645089	-0.5219849238275412	0.1218	False	1.6636701246519614e-09	-0.5219849238275412	0.17668689006200095	-1380.4963787503264
78	DTL	8.474438228933678e-07	2.952765933426369e-06	-0.5801307610460872	0.2846	False	1.719036026514992e-08	-0.5801307610460872	0.11781429536261735	-2664.1332138585576
79	CENPF	0.000728363162564305	0.0014864554338047042	-0.38923280013026174	1.0516	False	9.134426669126784e-08	-0.38923280013026174	0.11520282720814476	-4317.869810122615
80	ESRRG	0.22451043704983165	0.27147574008443975	0.09500824805928519	0.925	False	9.918929417962533e-10	0.09500824805928519	0.07822044830925665	-5530.652270419992
81	TGFB2	0.07585437932002748	0.10376796076611146	-0.3238309195741364	0.0672	False	1.0373282237033378e-08	-0.3238309195741364	0.1824128692453528	-1025.6023824967422
82	SUSD4	0.008800753167008013	0.014667921945013356	0.25867409574245515	0.2192	False	2.5007951953984445e-08	0.25867409574245515	0.09874193294711471	-2579.1104702732027
83	FAM89A	4.7427949345646425e-08	1.9124173123244526e-07	-0.7654746180668102	0.2412	False	5.256902561852517e-10	-0.7654746180668102	0.14017902372312183	-2110.947924100632
84	TRIM67	1.745270594710746e-13	1.3024407423214523e-12	-1.1385342304959756	0.1304	False	3.813672709118699e-09	-1.1385342304959756	0.15454404413762632	-1530.8107354146548
85	SIPA1L2	0.3152611634793401	0.36796876048282234	-0.05650042230513445	0.6756	False	1.0971954907120332e-09	-0.05650042230513445	0.05626166471460268	-5490.0426821120955
86	SLC35F3	2.4161028733260537e-10	1.292033622099494e-09	0.8305810748740206	0.5144	False	1.4193563359660155e-09	0.8305810748740206	0.13116679937858802	-3037.4001547142525
87	RYR2	7.324232109695572e-09	3.2552142709758094e-08	0.7518739634853583	0.324	False	7.769711387242695e-09	0.7518739634853583	0.13000741648436434	-2561.0997752885814
88	CHRM3	0.3492363448760625	0.40050039550007166	0.11773649913684135	0.217	False	5.347279302955754e-09	0.11773649913684135	0.12577724202688362	-2255.5194479196175
89	GREM2	8.565421414363783e-07	2.9741046577652027e-06	-0.678321236740348	0.1716	False	2.791636016466566e-09	-0.678321236740348	0.13781350852933372	-1905.319917752328
90	RGS7	0.04698387967257389	0.067024079418793	-0.14907428943072007	1.015	False	1.7048058047900467e-09	-0.14907428943072007	0.07504574885043971	-5882.11295346347
91	KIF26B	0.7514860198210807	0.7860732424906701	0.03053272840226963	0.6216	False	1.2839575903660708e-08	0.03053272840226963	0.0964149197826056	-4162.814889477924
92	SNTG2	0.5521213976099686	0.6001319539238789	-0.07571056798215248	0.1644	False	2.4466677093332168e-08	-0.07571056798215248	0.12733362093906866	-1972.2445227806975
93	MYT1L	0.0007414768210318723	0.0015101360917146075	0.20086878158531	2.8736	False	6.428494793112388e-09	0.20086878158531	0.05953846555244047	-9754.261893951301
94	ID2	3.768066947351656e-08	1.5442897325211705e-07	0.40211775981140396	0.588	False	4.8706466115796997e-08	0.40211775981140396	0.07309383486030546	-4680.117612483734
95	RRM2	3.443368804578739e-05	9.206868461440479e-05	-0.5592548876517744	0.4358	False	6.395641564367616e-09	-0.5592548876517744	0.13502150463378865	-2869.542316998233
96	LINC00276	0.0001575292629245606	0.00037086775471308395	-0.625008473500802	0.109	False	5.919795560138663e-11	-0.625008473500802	0.16539474438438906	-1384.1938682286936
97	VSNL1	0.003916638309793274	0.0070443135068224355	0.4279983616914598	0.1198	False	3.12930532999477e-09	0.4279983616914598	0.1483633295899099	-1525.9012503533204
98	AC096570.1	0.0003868396138013708	0.0008391314833001535	-0.4916845812778763	0.9766	False	2.6740442447089756e-08	-0.4916845812778763	0.13854551309265642	-3702.8170949750283
99	KLHL29	0.06345648381214297	0.0885027668230725	-0.12298275589712881	1.2382	False	5.442067345293832e-08	-0.12298275589712881	0.0662629935411379	-6726.4631645747595
100	POMC	0.08746600988353537	0.11755538144792968	0.5374461440784248	0.0292	False	9.87047229085089e-10	0.5374461440784248	0.31449485789227116	-462.8488450016924
101	CENPA	0.009025999900680315	0.014943708444834959	-0.26359255107266183	0.2084	False	6.094787164098725e-09	-0.26359255107266183	0.10095201348299389	-2487.8893985628015
102	ALK	0.006005576773885357	0.010398688234651014	0.28976998661143855	0.5012	False	2.066803619235613e-08	0.28976998661143855	0.10546767582760612	-3613.5302787096775
103	GALNT14	0.18857581238325793	0.23223622214686937	-0.13210686699174212	0.305	False	3.848466219131609e-08	-0.13210686699174212	0.10047647849925591	-3000.720584079634
104	LINC01320	0.012697015232558506	0.02025627422498066	0.5786381290167852	0.0416	False	7.642415192055802e-09	0.5786381290167852	0.2321837240741088	-689.738456522317
105	RMDN2-AS1	0.0009514152516010288	0.001914316401611728	0.736862134231679	0.0336	False	1.1243616220941651e-09	0.736862134231679	0.22298659715413424	-630.72633223124
106	CYP1B1	0.007420918940591381	0.012514197201671807	1.0498620146677498	0.036	False	1.3758308963572609e-09	1.0498620146677498	0.39212869574903797	-404.75963657482674
107	PLEKHH2	1.7035262089848402e-12	1.1433061805267384e-11	1.038337528815796	0.1236	False	2.4683381569832322e-08	1.038337528815796	0.14713957406117847	-1533.1908992055412
108	SIX3-AS1	0.20168296175728617	0.24685797032715567	0.15451026531551748	0.1472	False	1.2931403000779329e-09	0.15451026531551748	0.12101638872264509	-1917.9286482830196
109	SIX3	0.010016427266999584	0.01634001185481172	0.20060406272094472	1.483	False	9.984745256419458e-09	0.20060406272094472	0.07789657414498526	-6557.91056514366
110	PRKCE	0.09586970002533879	0.12782626670045172	0.11292188916464115	0.4758	False	2.0329453443046488e-09	0.11292188916464115	0.06781216333753987	-4401.103124700953
111	SPTBN1	0.026456316459563922	0.039903946394515714	-0.09998511942844658	1.0816	False	1.0460323494701072e-08	-0.09998511942844658	0.04504956010116946	-7143.780545125922
112	EML6	0.022255457642802456	0.03392600250427204	-0.26150473944537417	0.163	False	2.501136265888049e-09	-0.26150473944537417	0.11439504990015643	-2077.653020131483
113	MIR217HG	0.004668508770726332	0.008262847381816518	-0.5671674260250339	0.0652	False	6.50067174239044e-09	-0.5671674260250339	0.20047917727790732	-955.5221155506616
114	CCDC85A	1.4229284417410781e-11	8.623808737824716e-11	-0.6530374583731714	0.2862	False	4.4376768840488316e-10	-0.6530374583731714	0.09666679632109099	-2963.472356558273
115	AC132153.1	0.0	0.0	-1.1104316236411802	0.3438	False	2.576127158794646e-08	-1.1104316236411802	0.12631765013024837	-2695.9741209473996
116	AC007389.1	0.00012145142696606825	0.00029550225539189356	-0.5576159363381417	0.1998	False	1.7700497400298433e-08	-0.5576159363381417	0.14509241287011368	-1894.5948614359186
117	MEIS1	0.0014394740670293782	0.0027950952757852003	-0.17904464678346757	1.4932	False	6.796616269964132e-08	-0.17904464678346757	0.05618643975372438	-7758.581616205008
118	CYP26B1	0.8038957299252367	0.8313296069547432	0.06715834686167353	0.0342	False	4.212703812831939e-09	0.06715834686167353	0.2704633523553859	-572.3173014619067
119	MTHFD2	0.4111671164160684	0.46250519281897456	-0.06119648157273927	0.3284	False	5.2097526734184995e-09	-0.06119648157273927	0.07446263333372947	-3548.954411991742
120	LRRTM4	0.01664100988187167	0.02608308758914055	0.16579508592109304	3.9954	False	1.2003751822158848e-07	0.16579508592109304	0.06923866497164041	-9968.485789500517
121	AC012494.1	0.05465117495832694	0.07724917009677429	0.5463772667985635	0.0204	False	1.976336876052462e-09	0.5463772667985635	0.284328750330727	-424.52886364106547
122	REEP1	0.1340503144961458	0.17252292727946691	0.08057508738716102	0.5608	False	3.4971731355905297e-10	0.08057508738716102	0.05377698058043065	-5046.562905827615
123	LINC01965	0.0001500840949351101	0.0003573430831788336	-0.4697531610391736	0.6262	False	6.544987594555436e-08	-0.4697531610391736	0.12391500995467021	-3543.400621369498
124	BUB1	0.004531408559142802	0.008048683053539615	-0.4342405520768896	0.153	False	2.1576072462364816e-09	-0.4342405520768896	0.152977836446399	-1695.7188283993648
125	CKAP2L	0.015201908593597713	0.024053652837971066	-0.38584770601549073	0.1554	False	4.2753271599013655e-09	-0.38584770601549073	0.158946438315282	-1663.052784290354
126	DPP10	0.0	0.0	0.8889993748471477	2.5212	False	1.425632183210659e-07	0.8889993748471477	0.07311383108270784	-7994.827958902666
127	AC011246.1	6.777153551684734e-07	2.3952394053253158e-06	1.1753670964180438	0.0326	False	1.5570508849680616e-09	1.1753670964180438	0.23660457614925343	-601.2667353344584
128	CNTNAP5	0.01622507424773545	0.02551112303103058	0.20737693990949352	3.3422	False	7.04421901967821e-08	0.20737693990949352	0.08626999977330536	-8155.586134871865
129	GPR39	0.5657534337495518	0.6129506324480517	0.08738190032422063	0.0908	False	4.512007705296665e-10	0.08738190032422063	0.15214929864502497	-1333.5388153904726
130	NCKAP5	0.0011065194408255152	0.002204221993676325	-0.20569289633858967	1.783	False	6.432244556361378e-08	-0.20569289633858967	0.06305842431382015	-7950.060317620092
131	TMEM163	1.002107485881254e-08	4.3760152221888815e-08	-0.48375931761069196	0.8078	False	5.156092656505953e-09	-0.48375931761069196	0.08442023234112848	-4988.919488015254
132	CXCR4	2.268276677597214e-10	1.219503590106029e-09	0.514425809687563	0.3642	False	7.217641784232342e-09	0.514425809687563	0.08111435901769846	-3583.797805780587
133	THSD7B	0.07062026932597121	0.09727309824513941	-0.34551741867461094	0.1246	False	2.0735223688270523e-08	-0.34551741867461094	0.19111411754938792	-1310.8062784281808
134	LRP1B	0.042886795499660124	0.061618959051235815	0.15141586826548617	3.0764	False	1.0796463096810483e-07	0.15141586826548617	0.07478025509483055	-8716.995730780827
135	ARHGAP15	0.1896072428654625	0.23321924091692806	-0.2962355473258034	0.042	False	1.2917930923353472e-10	-0.2962355473258034	0.22583372011727945	-713.1394744215963
136	ZEB2	1.2154279727782935e-05	3.502674273136293e-05	0.3050476968003596	1.0536	False	2.339175614741589e-10	0.3050476968003596	0.06972834493373281	-6141.789291163171
137	TEX41	0.06901180921127281	0.09532017846860887	-0.9308446863263959	0.0142	False	2.6020791536032764e-09	-0.9308446863263959	0.5119193520463805	-230.86116941617192
138	KIF5C	1.9927478003278765e-06	6.576725413623355e-06	-0.1838164200565815	4.0782	False	3.197523850228882e-08	-0.1838164200565815	0.03866434505340697	-12404.157956173447
139	GALNT13	0.00010292353283447575	0.00025288337305768	-0.24011354946405628	1.0428	False	5.18577351615054e-09	-0.24011354946405628	0.061827658311989865	-6468.173728248869
140	KCNJ3	0.5840436844940877	0.6300363371025757	-0.06282499041046874	0.288	False	3.799437993952936e-08	-0.06282499041046874	0.11475140853126851	-2713.1511172314554
141	LINC01876	0.01863952150613013	0.02885374846150175	0.11667573417858729	2.5558	False	2.4625247579420544e-10	0.11667573417858729	0.049593051479234394	-9961.686792825825
142	TBR1	3.9390712913700554e-13	2.833864238395723e-12	-0.77157256791355	0.3216	False	1.613019996629872e-08	-0.77157256791355	0.10631165669018873	-2961.2234283308326
143	KCNH7	0.11651041539309093	0.15190406179020982	0.09336195262789584	2.0898	False	8.317610156104553e-09	0.09336195262789584	0.05948172723495793	-8664.039807217654
144	AC016766.1	0.33252381389020536	0.38442059409272294	-0.39746823703850936	0.024	False	7.2419648652663486e-09	-0.39746823703850936	0.4101658044935525	-348.5750345472272
145	SCN3A	0.20895650396714127	0.25482500483797715	-0.06811288494597491	1.1482	False	6.89503782104557e-09	-0.06811288494597491	0.0542110148611762	-7078.3720674845235
146	SCN1A	0.1642628671780504	0.20584253050597542	0.1905752002363139	0.0964	False	6.525996803072309e-09	0.1905752002363139	0.13701805617817397	-1456.8391510640756
147	SPC25	1.596397914971348e-06	5.321326383237827e-06	-0.6085345636455858	0.2588	False	3.9924775959174066e-09	-0.6085345636455858	0.1268104231643828	-2423.11360115527
148	DLX2	0.017103402106237953	0.026640813249591826	0.1857854737352153	0.85	False	4.282647730559331e-10	0.1857854737352153	0.0779145483905663	-5353.899519779101
149	ZNF385B	0.12636224909582183	0.16410681700756083	0.19264671762320118	0.202	False	6.507749655915163e-09	0.19264671762320118	0.1260277462856691	-2175.332267239111
150	LINC01934	1.180436789827155e-05	3.411667022621836e-05	-0.8422912889849515	0.0436	False	3.767755704607578e-09	-0.8422912889849515	0.19225258851377552	-815.4479835597273
151	NEUROD1	6.887123880083834e-07	2.4185493568875983e-06	-0.7072233519166192	0.159	False	1.8851772215129745e-09	-0.7072233519166192	0.14245553886951037	-1812.8681678965138
152	PDE1A	6.892865667129655e-07	2.4185493568875983e-06	-0.45016558404239637	0.5822	False	9.692267765249543e-09	-0.45016558404239637	0.0906795146528932	-4210.931644481966
153	ZNF804A	0.00011340269011372861	0.00027794776988658977	-0.23487655351801065	2.0796	False	7.86333893924315e-09	-0.23487655351801065	0.06084938021792776	-8520.867212166897
154	AC007319.1	0.0008036070700467857	0.001626734959608878	1.156715979791943	0.0172	False	6.0058902325818964e-09	1.156715979791943	0.34512872999431354	-337.38433790015426
155	GULP1	0.06486556511788599	0.09009106266373054	-0.1264614979116499	0.8926	False	2.1263977917546085e-08	-0.1264614979116499	0.06849887757012842	-5835.759571030185
156	COL3A1	0.0032838892232815997	0.0059598715486054435	1.5041869030127635	0.0556	False	1.1825088783552068e-08	1.5041869030127635	0.5116572181741034	-362.25631768974597
157	TMEFF2	9.265511256817405e-05	0.00022934433804003474	-0.39825515181128407	0.5108	False	5.4373966508826036e-08	-0.39825515181128407	0.1018799734524745	-3712.8978128521035
158	SPATS2L	2.102074070364779e-11	1.2587269882423825e-10	0.40367772846156275	0.7108	False	1.7982460313087732e-08	0.40367772846156275	0.06026164002952613	-5475.315869540182
159	SGO2	0.03533922111707932	0.05181703976111337	-0.27625571986458225	0.2606	False	1.134622058228396e-08	-0.27625571986458225	0.13127217748851266	-2352.514998493699
160	ERBB4	0.0004331109717923276	0.0009230910702220043	0.2998205350242599	4.78	False	2.5569018133769775e-07	0.2998205350242599	0.08519951822528954	-9068.808437837224
161	FN1	0.10745716943206651	0.1415772983294684	-0.16570853290001133	0.1294	False	4.292821496995613e-09	-0.16570853290001133	0.10294192258878797	-1927.4620455812526
162	IGFBP2	4.3157721840714203e-10	2.2132165046520105e-09	-0.24724351809235404	8.921	False	1.7163831148125432e-08	-0.24724351809235404	0.03960866637299567	-15733.713851997816
163	IGFBP5	0.0	0.0	1.4065421153588635	0.5474	False	2.255592699924825e-08	1.4065421153588635	0.09364208585015792	-3782.065251648701
164	CCDC140	0.0	0.0	283.9130851573535	0.0208	False	0.018399446593594757	283.9130851573535	2.2227587494850775e-162	-732.4378550162709
165	SPHKAP	0.059277046297300906	0.08305750186765604	0.3643670453610851	0.0802	False	1.9843927915838497e-09	0.3643670453610851	0.1931820621799831	-1071.3021493275278
166	PID1	0.07716996188261449	0.10513618785097342	0.14604240664644813	0.6594	False	1.5809358471882661e-09	0.14604240664644813	0.0826336435869189	-4677.949275281728
167	HES6	0.33959595846884394	0.39117213425927455	-0.054394668072806004	1.8188	False	2.1142859539399737e-08	-0.054394668072806004	0.056959921382983295	-8230.342726335639
