source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources
CBS,CDK2,True,False,False,False,False,False,1,ProtMapper:21372285,ProtMapper;REACH_ProtMapper,post_translational,21372285,1.0,2,1
AR,SOX4,True,False,False,False,False,False,2,DoRothEA:17721441;HTRIdb:20610535,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,transcriptional,17721441;20610535,2.0,3,2
CEBPA,CDK2,True,False,False,False,False,False,0,,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,transcriptional,,,3,0
CEBPA,SOX4,True,False,True,True,False,True,1,SIGNOR:24183681,PAZAR_DoRothEA;SIGNOR,transcriptional,24183681,1.0,2,1
MIMAT0000707,SOX4,True,False,False,False,False,False,1,miRTarBase:27084453,miRTarBase,post_transcriptional,27084453,1.0,1,1
RUNX1,MIMAT0000707,True,False,True,True,False,True,1,TransmiR:17589498,TransmiR,mirna_transcriptional,17589498,1.0,1,1
PKNOX1,PAX6,True,True,False,True,True,False,1,SPIKE:20413611,SPIKE,post_translational,20413611,1.0,1,1
SIX3,PAX6,True,True,False,False,False,False,2,HPRD:11069920;SPIKE:12072567,HPRD;SPIKE,post_translational,11069920;12072567,2.0,2,2
PAX6,SIX3,True,True,False,True,True,False,3,HPRD:11069920;SPIKE:11069887;SPIKE:12072567,HPRD;SPIKE,post_translational,11069887;11069920;12072567,3.0,2,2
TLE1,SIX3,True,True,False,True,True,False,3,HPRD:12441302;Lit-BM-17:12441302;SIGNOR:12441302,HPRD;Lit-BM-17;SIGNOR,post_translational,12441302,1.0,3,3
RUNX1,TLE1,True,False,False,False,False,False,1,PAZAR:20019798,DoRothEA;PAZAR;PAZAR_DoRothEA,transcriptional,20019798,1.0,3,2
TCF12,PAX6,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
TCF12,SIX3,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
CTBP2,PAX6,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
CTBP2,SIX3,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
NRIP1,ESR1,True,True,True,True,True,False,18,BioGRID:7641693;HPRD:7641693;LMPID:11078741;LMPID:16990259;LMPID:9192902;Lit-BM-17:16439465;Lit-BM-17:21182203;Lit-BM-17:26153859;Lit-BM-17:26166704;Lit-BM-17:7641693;Lit-BM-17:8887632;Lit-BM-17:9115274;Lit-BM-17:9192902;SignaLink3:12554755;SignaLink3:16439465;SignaLink3:23331499;SignaLink3:7641693;SignaLink3:8887632,BioGRID;HPRD;LMPID;Lit-BM-17;SignaLink3;Wang,post_translational,11078741;12554755;16439465;16990259;21182203;23331499;26153859;26166704;7641693;8887632;9115274;9192902,12.0,6,6
CDK2,ESR1,True,True,False,True,True,False,11,KEA:17570479;PhosphoSite:22431515;PhosphoSite:23770852;ProtMapper:10428798;ProtMapper:23390529;ProtMapper:23770852;SIGNOR:10428798;SIGNOR:23390529;dbPTM:10428798;iPTMnet:10428798;iPTMnet:23390529,HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,post_translational,10428798;17570479;22431515;23390529;23770852,5.0,14,7
APP,MAPK8,True,True,False,False,False,False,1,InnateDB:12917434,InnateDB;Wang,post_translational,12917434,1.0,2,2
APP,GSK3B,True,True,False,False,False,False,5,HPRD:10936190;HPRD:15178331;HPRD:8764598;ProtMapper:29215943;SIGNOR:8764598,HPRD;ProtMapper;SIGNOR;Sparser_ProtMapper;Wang,post_translational,10936190;15178331;29215943;8764598,4.0,5,4
GSK3B,ESR1,True,True,False,True,True,False,21,KEA:10428798;KEA:10949034;KEA:12093745;KEA:12118371;KEA:15059947;KEA:15461668;KEA:15528270;KEA:16076840;KEA:17570479;KEA:7491495;KEA:7838153;KEA:8308015;KEA:9528769;ProtMapper:15212693;ProtMapper:16076840;ProtMapper:17609434;SIGNOR:16076840;iPTMnet:16076840;iPTMnet:17609434;phosphoELM:10949034;phosphoELM:16076840,BEL-Large-Corpus_ProtMapper;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,10428798;10949034;12093745;12118371;15059947;15212693;15461668;15528270;16076840;17570479;17609434;7491495;7838153;8308015;9528769,15.0,20,8
GSK3B,NFKB1,True,True,False,True,True,False,14,HPRD-phos:11425860;HPRD-phos:18669648;HPRD:11425860;InnateDB:11425860;KEA:11425860;KEA:12871932;ProtMapper:12871932;ProtMapper:17693123;ProtMapper:24618402;ProtMapper:26999213;SIGNOR:12871932;iPTMnet:11425860;iPTMnet:18669648;phosphoELM:12871932,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,11425860;12871932;17693123;18669648;24618402;26999213,6.0,20,11
CDK2,REST,True,False,False,False,False,False,1,KEA:17570479,KEA;NetworKIN_KEA,post_translational,17570479,1.0,2,1
GSK3B,MAPK8,True,False,False,False,False,False,1,KEA:17570479,KEA;NetworKIN_KEA,post_translational,17570479,1.0,2,1
GSK3B,REST,True,False,False,False,False,False,1,KEA:17570479,KEA;NetworKIN_KEA,post_translational,17570479,1.0,2,1
MAPK8,ESR1,True,True,False,True,True,False,1,KEA:17570479,HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite_MIMP;phosphoELM_MIMP,post_translational,17570479,1.0,6,2
MAPK8,REST,True,False,False,False,False,False,1,KEA:17570479,KEA;NetworKIN_KEA,post_translational,17570479,1.0,2,1
DYRK1A,GSK3B,True,False,False,False,False,False,1,ProtMapper:29215943,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,post_translational,29215943,1.0,3,1
IFNGR2,ESR1,True,False,False,False,False,False,1,ProtMapper:29137354,ProtMapper;Sparser_ProtMapper,post_translational,29137354,1.0,2,1
CTCF,CELF4,True,False,False,False,False,False,0,,PAZAR_DoRothEA;ReMap_DoRothEA,transcriptional,,,2,0
ESR1,CTCF,True,False,False,False,False,False,1,HTRIdb:18414489,DoRothEA;HTRIdb;PAZAR_DoRothEA,transcriptional,18414489,1.0,3,2
NFKB1,CTCF,True,False,True,True,False,True,1,,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,transcriptional,,,2,0
RUNX1,NFKB1,True,False,False,False,False,False,1,,PAZAR_DoRothEA;TRRUST_DoRothEA,transcriptional,,,2,0
REST,CELF4,True,False,False,False,False,False,0,,ENCODE-proximal;ReMap_DoRothEA,transcriptional,,,2,1
TCF12,DLX6,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
CTBP2,DLX6,True,False,False,False,False,False,0,,ENCODE-proximal,transcriptional,,,1,1
PRKCB,HMGB2,True,False,False,False,False,False,1,KEA:17570479,KEA;NetworKIN_KEA,post_translational,17570479.0,1.0,2,1
E2F4,HMGB2,True,False,False,False,False,False,1,HTRIdb:17531812,DoRothEA;ENCODE-proximal;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA,transcriptional,17531812.0,1.0,5,3
RUNX1,PRKCB,True,False,False,False,False,False,2,DoRothEA:14561740;HTRIdb:14561740,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA,transcriptional,14561740.0,1.0,5,2
MIMAT0000078,HMGB2,True,False,False,False,False,False,1,miRTarBase:23986579,miRTarBase,post_transcriptional,23986579.0,1.0,1,1
RUNX1,MIMAT0000078,True,False,True,True,False,True,1,TransmiR:19826043,TransmiR,mirna_transcriptional,19826043.0,1.0,1,1
SON,MIMAT0000078,True,False,True,True,False,True,1,TransmiR:23322776,TransmiR,mirna_transcriptional,23322776.0,1.0,1,1
