id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
SHCBP1	SHCBP1	2.56117E+00	1.94E-06	Unclassified	BrainSpLMD|79801;Eurexp|euxassay_006012|submandibular gland primordium, ventricular layer	OMIM|611027
FOXM1	FOXM1	2.55473E+00	7.18E-10	Transcription factor	BrainSpLMD|2305;BrainSpMouseDev|14012	OMIM|602341
NCAPH	NCAPH	2.55315E+00	7.77E-16	Cell cycle control protein	BrainSpLMD|23397;Eurexp|euxassay_002558|ventricular layer	OMIM|602332
FANCI	FANCI	2.54889E+00	0	Unclassified	BrainSpLMD|55215	OMIM|611360;HPO|55215|Abnormality of chromosome stability, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Esophageal atresia, Global developmental delay, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Thrombocytopenia, Tracheoesophageal fistula
POLQ	POLQ	2.53902E+00	0	DNA polymerase	BrainSpLMD|10721	OMIM|604419;COSMIC||oral SCC, breast cancer
MCM10	MCM10	2.50180E+00	0	DNA binding protein	BrainSpLMD|55388	OMIM|609357
PCNA	PCNA	2.49448E+00	0	Cell cycle control protein	BrainSpLMD|5111;Eurexp|euxassay_005732|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, spinal cord, ventricular layer	OMIM|176740;HPO|5111|Ataxia, Autosomal recessive inheritance, Cerebellar atrophy, Conjunctival telangiectasia, Cutaneous photosensitivity, Dysarthria, Dysphagia, Global developmental delay, Muscle weakness, Neurodegeneration, Pes cavus, Photophobia, Progressive, Progressive muscle weakness, Short stature, Unsteady gait
E2F7	E2F7	2.47314E+00	1.11E-16	Transcription factor	BrainSpLMD|144455;Eurexp|euxassay_011832|cortex, ventricular layer;BrainSpMouseDev|32159	OMIM|612046
LRR1	LRR1	2.47058E+00	2.33E-11	Unclassified	BrainSpLMD|122769	OMIM|609193
ESCO2	ESCO2	2.43222E+00	0	Unclassified		OMIM|609353;HPO|157570|Abnormality of cardiovascular system morphology, Abnormality of the metacarpal bones, Absent earlobe, Absent radius, Accessory spleen, Ankle contracture, Aortic valve stenosis, Aplasia of the ulna, Aplasia/Hypoplasia of the thumb, Atrial septal defect, Autosomal recessive inheritance, Bicornuate uterus, Biliary tract abnormality, Blue sclerae, Bowing of the long bones, Brachycephaly, Brachydactyly, Cafe-au-lait spot, Cataract, Cleft eyelid, Cleft palate, Cleft upper lip, Clinodactyly, Clinodactyly of the 5th finger, Clitoral hypertrophy, Complete duplication of thumb phalanx, Cranial nerve paralysis, Craniosynostosis, Cryptorchidism, Cystic hygroma, Downslanted palpebral fissures, Elbow flexion contracture, Enlarged labia minora, External ear malformation, Fair hair, Frontal encephalocele, Global developmental delay, Hand oligodactyly, High palate, Hip contracture, Horseshoe kidney, Hydrocephalus, Hypertelorism, Hypoplasia of the radius, Hypospadias, Intellectual disability, Intrauterine growth retardation, Knee flexion contracture, Long penis, Low-set ears, Malar flattening, Mesomelic arm shortening, Microcephaly, Micrognathia, Microphthalmia, Midface capillary hemangioma, Narrow naris, Opacification of the corneal stroma, Patent ductus arteriosus, Phocomelia, Polycystic kidney dysplasia, Polyhydramnios, Posteriorly rotated ears, Postnatal growth retardation, Premature birth, Premature separation of centromeric heterochromatin, Proptosis, Proximal placement of thumb, Radial deviation of finger, Radioulnar synostosis, Seizures, Severe intrauterine growth retardation, Shallow orbits, Short neck, Short stature, Short thumb, Sparse hair, Syndactyly, Talipes equinovalgus, Tetraphocomelia, Underdeveloped nasal alae, Underdeveloped supraorbital ridges, Ventricular septal defect, Wide nasal bridge, Wormian bones, Wrist flexion contracture
RAD54L	RAD54L	2.42032E+00	4.11E-10	DNA binding protein	BrainSpLMD|8438;Eurexp|euxassay_001626|cortex, incisor, marginal layer, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|603615;HPO|8438|Lymphoma
E2F8	E2F8	2.35906E+00	1.71E-11	Transcription factor	BrainSpLMD|79733;BrainSpMouseDev|73120	OMIM|612047
DHFR	DHFR	2.29779E+00	0	Enzyme: Oxidoreductase		OMIM|126060;HPO|1719|Absence seizures, Ataxia, Autosomal recessive inheritance, Cerebral atrophy, Delayed myelination, Eyelid myoclonus, Feeding difficulties, Generalized hypotonia, Global developmental delay, Hepatomegaly, Jaundice, Megaloblastic anemia, Pallor, Pancytopenia, Poor head control, Postnatal microcephaly, Thrombocytopenia, Variable expressivity
NDC80	NDC80	2.28783E+00	0	Cell cycle control protein	BrainSpLMD|10403;Eurexp|euxassay_006923|embryo	OMIM|607272
RP11.778D9.4	RP11.778D9.4	2.27858E+00	7.76E-12			
XRCC2	XRCC2	2.27785E+00	1.54E-13	DNA binding protein	BrainSpLMD|7516	OMIM|600375;HPO|7516|Abnormality of chromosome stability, Absent scaphoid, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Global developmental delay, Growth delay, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Patent ductus arteriosus, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Thrombocytopenia
HIST1H1B	HIST1H1B	2.26784E+00	0	DNA binding protein	BrainSpLMD|3009;Eurexp|euxassay_012857|marginal layer, ventricular layer	OMIM|142711
LMO1	LMO1	2.25225E+00	0	Transcription factor	BrainSpLMD|4004;BrainSpMouseDev|73752	OMIM|186921;COSMIC||T-ALL, neuroblastoma, neuroblastoma;HPO|4004|Elevated urinary catecholamines, Neoplasm of the nervous system
BLM	BLM	2.25095E+00	0	DNA binding protein	BrainSpLMD|641	OMIM|604610;COSMIC||leukaemia, lymphoma, skin squamous cell, other tumour types;HPO|641|Abnormality of chromosome stability, Agenesis of maxillary lateral incisor, Autosomal recessive inheritance, Azoospermia, Bronchiectasis, Cafe-au-lait spot, Chromosome breakage, Chronic lung disease, Clinodactyly of the 5th finger, Cryptorchidism, Cutaneous photosensitivity, Decreased fertility in females, Delayed skeletal maturation, Diarrhea, Dolichocephaly, Erythema, Facial telangiectasia in butterfly midface distribution, Hand polydactyly, High pitched voice, Hypertrichosis, Hypoplasia of the zygomatic bone, IgA deficiency, IgG deficiency, IgM deficiency, Intrauterine growth retardation, Leukemia, Lymphoma, Malar flattening, Microcephaly, Narrow face, Postnatal growth retardation, Prominent nose, Protruding ear, Recurrent respiratory infections, Short nose, Short stature, Sinusitis, Specific learning disability, Spotty hyperpigmentation, Spotty hypopigmentation, Squamous cell carcinoma, Syndactyly, Type II diabetes mellitus
CDK2	CDK2	2.23882E+00	0	Cell cycle control protein	BrainSpLMD|1017	OMIM|116953
UHRF1	UHRF1	2.23296E+00	0	DNA binding protein	BrainSpLMD|29128	OMIM|607990
FANCA	FANCA	2.22801E+00	7.18E-06	DNA binding protein	BrainSpLMD|2175	OMIM|607139;COSMIC||AML, leukaemia;HPO|2175|Abnormal heart morphology, Abnormality of chromosome stability, Abnormality of skin pigmentation, Absent radius, Absent thumb, Almond-shaped palpebral fissure, Anemia, Anemic pallor, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Bruising susceptibility, Cafe-au-lait spot, Chromosomal breakage induced by crosslinking agents, Complete duplication of thumb phalanx, Cryptorchidism, Deficient excision of UV-induced pyrimidine dimers in DNA, Duplicated collecting system, Ectopic kidney, Esophageal atresia, Global developmental delay, Hearing impairment, Horseshoe kidney, Hypergonadotropic hypogonadism, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukemia, Leukopenia, Microcephaly, Microphthalmia, Neutropenia, Pancytopenia, Prolonged G2 phase of cell cycle, Pyridoxine-responsive sideroblastic anemia, Renal agenesis, Reticulocytopenia, Scoliosis, Short palpebral fissure, Short stature, Short thumb, Small for gestational age, Strabismus, Thrombocytopenia, Tracheoesophageal fistula
TIMELESS	TIMELESS	2.22665E+00	5.55E-16	Transcription regulatory protein	BrainSpLMD|8914	OMIM|603887
DSN1	DSN1	2.21934E+00	2.07E-08	Unclassified	BrainSpLMD|79980;Eurexp|euxassay_001983|ventricular layer	OMIM|609175
RAD51AP1	RAD51AP1	2.21764E+00	0	DNA binding protein	BrainSpLMD|10635;Eurexp|euxassay_010685|ventricular layer	OMIM|603070
CDK6	CDK6	2.21136E+00	0	Cell cycle control protein	BrainSpLMD|1021	OMIM|603368;COSMIC||ALL;HPO|1021|Abnormal cortical bone morphology, Agenesis of corpus callosum, Autosomal recessive inheritance, Cortical gyral simplification, Global developmental delay, Heterotopia, Hyperreflexia, Hypoplasia of the frontal lobes, Intellectual disability, Intellectual disability, mild, Intellectual disability, severe, Microcephaly, Pachygyria, Short stature, Sloping forehead, Thin upper lip vermilion, Unilateral renal agenesis, Upslanted palpebral fissure, Ventriculomegaly, Vesicoureteral reflux
SPAG5	SPAG5	2.20518E+00	2.41E-12	Cytoskeletal associated protein	BrainSpLMD|10615	OMIM|615562
MYBL1	MYBL1	2.19312E+00	2.52E-14	Transcription regulatory protein	Eurexp|euxassay_019606|adrenal gland, neural retina, olfactory, testis, ventricular layer, vomeronasal organ;BrainSpMouseDev|17631	OMIM|159405
BEST3	BEST3	2.18936E+00	1.73E-09	Integral membrane protein	BrainSpLMD|144453	OMIM|607337
RRM2	RRM2	2.17924E+00	0	Cell cycle control protein	BrainSpLMD|6241;Eurexp|euxassay_004733|footplate, handplate, hindbrain, leg, liver, lung, mantle layer, mesenchyme, metanephros, olfactory, retina, spinal cord, tail, ventricular layer, vibrissa	OMIM|180390
NCAPG	NCAPG	2.17514E+00	0	DNA binding protein	BrainSpLMD|64151;Eurexp|euxassay_013748|epithelium, incisor, left lung, liver, metanephros, molar, olfactory, right lung, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa, vomeronasal organ	OMIM|606280
MCM3	MCM3	2.16249E+00	0	DNA binding protein	BrainSpLMD|4172;Eurexp|euxassay_001694|marginal layer, ventricular layer	OMIM|602693
SPC24	SPC24	2.14953E+00	0	Cell cycle control protein	BrainSpLMD|147841;Eurexp|euxassay_006353|ventricular layer	OMIM|609394
NUSAP1	NUSAP1	2.14155E+00	0	Cell cycle control protein	BrainSpLMD|51203	OMIM|612818
ZWINT	ZWINT	2.13793E+00	0	Cell cycle control protein	BrainSpLMD|11130;Eurexp|euxassay_009942|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, spinal cord, thoracic, trigeminal V, vagus X, valve, vestibulocochlear VIII	OMIM|609177
ORC1	ORC1	2.13633E+00	1.77E-08	DNA binding protein	BrainSpLMD|4998	OMIM|601902;HPO|4998|Abnormality of epiphysis morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the ribs, Absent glenoid fossa, Absent sternal ossification, Anotia, Aplasia/Hypoplasia of the patella, Aplastic clavicles, Atresia of the external auditory canal, Autosomal recessive inheritance, Birth length less than 3rd percentile, Blepharophimosis, Breast hypoplasia, Breech presentation, Camptodactyly, Camptodactyly of finger, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Clitoral hypoplasia, Craniosynostosis, Cryptorchidism, Cutaneous finger syndactyly, Delayed skeletal maturation, Elbow dislocation, Failure to thrive, Feeding difficulties, Feeding difficulties in infancy, Flat glenoid fossa, Frontal bossing, Gastroesophageal reflux, Genu valgum, Genu varum, Hearing impairment, Hemivertebrae, Heterogeneous, High palate, High, narrow palate, Hyperconvex nail, Hypoplasia of the maxilla, Hypoplastic labia majora, Hypoplastic labia minora, Incomplete partition of the cochlea type II, Intellectual disability, Intrauterine growth retardation, Joint contracture of the hand, Joint hyperflexibility, Joint laxity, Lateral clavicle hook, Long eyelashes, Low-set ears, Mandibular aplasia, Microcephaly, Microdontia, Micrognathia, Micropenis, Microtia, Microtia, third degree, Narrow mouth, Patellar aplasia, Pectus carinatum, Posteriorly rotated ears, Respiratory distress, Respiratory failure, Retrognathia, Severe short stature, Shawl scrotum, Short palm, Short palpebral fissure, Short ribs, Slender long bone, Small anterior fontanelle, Small for gestational age, Small hand, Strabismus, Talipes equinovarus, Thick lower lip vermilion, Thin ribs, Thin skin
ERI2	ERI2	2.13326E+00	3.27E-07	Unclassified	BrainSpLMD|112479	
GINS2	GINS2	2.10435E+00	1.11E-16	Unclassified	BrainSpLMD|51659	OMIM|610609
NEDD4	NEDD4	2.10223E+00	0.000357307	Ubiquitin proteasome system protein	BrainSpLMD|4734;Eurexp|euxassay_018441|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system	OMIM|602278
HIST1H4C	HIST1H4C	2.08704E+00	0	DNA binding protein	BrainSpLMD|8364	OMIM|602827
GMNN	GMNN	2.08667E+00	0	Cell cycle control protein	BrainSpLMD|51053;Eurexp|euxassay_013652|cortex, incisor, lobe, lung, molar, pancreas, submandibular gland primordium, testis, thymus primordium, thyroid, ventricular layer, vibrissa	OMIM|602842;HPO|51053|Abnormality of epiphysis morphology, Abnormality of the ribs, Anotia, Aplastic clavicles, Atresia of the external auditory canal, Autosomal dominant inheritance, Camptodactyly of finger, Clinodactyly of the 5th finger, Clitoral hypertrophy, Clitoral hypoplasia, Conductive hearing impairment, Craniosynostosis, Cryptorchidism, Delayed puberty, Delayed skeletal maturation, Depressed nasal ridge, Failure to thrive, Feeding difficulties, Growth hormone deficiency, High, narrow palate, Hip dysplasia, Hypoplasia of the maxilla, Hypoplastic labia majora, Hypoplastic labia minora, Intrauterine growth retardation, Joint hyperflexibility, Low-set ears, Mandibular aplasia, Microcephaly, Micrognathia, Microtia, third degree, Narrow mouth, Patellar aplasia, Posteriorly rotated ears, Recurrent respiratory infections, Respiratory distress, Respiratory failure, Retrognathia, Severe short stature, Short middle phalanx of finger, Slender long bone, Stenosis of the external auditory canal, Umbilical hernia
KIAA0101	KIAA0101	2.08004E+00	0			
RBBP8	RBBP8	2.07877E+00	1.43E-11	Transcription regulatory protein	BrainSpLMD|5932	OMIM|604124;HPO|5932|4-5 toe syndactyly, Abnormality of dental enamel, Absent earlobe, Absent fourth finger distal interphalangeal crease, Aggressive behavior, Autosomal recessive inheritance, Cachexia, Cerebellar hypoplasia, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Congenital microcephaly, Convex nasal ridge, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Few cafe-au-lait spots, Glaucoma, Growth delay, Hallux valgus, Heart murmur, Hip dysplasia, Hypospadias, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Microcephaly, Microdontia, Microglossia, Micrognathia, Microphthalmia, Mild global developmental delay, Narrow face, Narrow forehead, Prematurely aged appearance, Prominent nose, Reduced number of teeth, Retrognathia, Sandal gap, Short middle phalanx of the 5th finger, Short stature, Single interphalangeal crease of fifth finger, Small for gestational age, Sparse scalp hair, Thoracic scoliosis
ASF1B	ASF1B	2.07635E+00	1.24E-12	Chaperone	BrainSpLMD|55723;Eurexp|euxassay_001590|basisphenoid bone, exoccipital bone, lobe, marginal layer, neural retina, orbito-sphenoid, otic capsule, submandibular gland primordium, temporal bone, thymus primordium, ventricular layer, vibrissa	OMIM|609190
ZNF90	ZNF90	2.06752E+00	5.20E-05	Transcription regulatory protein		OMIM|603973
BRIP1	BRIP1	2.04042E+00	0	DNA helicase	BrainSpLMD|83990;Eurexp|euxassay_013686|cochlea, marginal layer, ventricular layer	OMIM|605882;COSMIC||AML, leukaemia, breast;HPO|83990|Abnormality of chromosome stability, Abnormality of the fallopian tube, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal dominant inheritance, Autosomal recessive inheritance, Bone marrow hypocellularity, Breast carcinoma, Chromosomal breakage induced by crosslinking agents, Esophageal atresia, Global developmental delay, Heterogeneous, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Ovarian neoplasm, Postnatal growth retardation, Primary peritoneal carcinoma, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Thrombocytopenia, Tracheoesophageal fistula
MNS1	MNS1	2.04005E+00	2.21E-06	Structural protein	BrainSpLMD|55329	OMIM|610766
MGME1	MGME1	2.03446E+00	8.73E-14	Unclassified	BrainSpLMD|92667	OMIM|615076;HPO|92667|Autosomal recessive inheritance, Dysphonia, Dyspnea, Easy fatigability, Elevated serum creatine phosphokinase, Exercise intolerance, Facial palsy, Generalized amyotrophy, Hypergonadotropic hypogonadism, Hyporeflexia, Kyphosis, Nasal speech, Progressive, Progressive external ophthalmoplegia, Proximal amyotrophy, Ptosis, Recurrent infections, Respiratory insufficiency, Spinal deformities, Spinal rigidity
BRCA2	BRCA2	2.03024E+00	0	Transcription regulatory protein	BrainSpLMD|675;Eurexp|euxassay_019615|ventricular layer	SFARI||Autism, 4 - Minimal evidence;OMIM|600185;COSMIC||breast, ovarian, pancreatic, breast, ovarian, pancreatic, leukaemia  (FANCB, FANCD1);HPO|675|Abdominal pain, Abnormality of chromosome stability, Abnormality of the fallopian tube, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal dominant inheritance, Autosomal recessive inheritance, Bone marrow hypocellularity, Breast carcinoma, Chromosomal breakage induced by crosslinking agents, Esophageal atresia, Global developmental delay, Heterogeneous, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Nephroblastoma, Ovarian neoplasm, Primary peritoneal carcinoma, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Somatic mutation, Thrombocytopenia, Tracheoesophageal fistula
FGD3	FGD3	2.02548E+00	4.19E-05	Guanine nucleotide exchange factor	BrainSpLMD|89846;Eurexp|euxassay_010184|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vestibulocochlear VIII	OMIM|617554
PLP2	PLP2	2.02222E+00	5.03E-11	Ion channel	BrainSpLMD|5355;Eurexp|euxassay_004091|Meckel's cartilage, cranium, fundus, stomach	OMIM|300112
NKX2.1	NKX2.1	2.01903E+00	0			
HELLS	HELLS	2.01277E+00	0	DNA binding protein	BrainSpLMD|3070	OMIM|603946;HPO|3070|Abnormality of chromosome stability, Abnormality of neutrophils, Anemia, Autosomal recessive inheritance, Cellular immunodeficiency, Communicating hydrocephalus, Congenital onset, Decreased antibody level in blood, Depressed nasal bridge, Epicanthus, Global developmental delay, Hypertelorism, Intellectual disability, Lymphopenia, Macrocephaly, Malabsorption, Micrognathia, Recurrent infections, Recurrent respiratory infections, Short stature
FANCD2	FANCD2	2.00585E+00	0	Cell cycle control protein	BrainSpLMD|2177	OMIM|613984;COSMIC||AML, leukaemia;HPO|2177|Abnormal heart morphology, Abnormality of chromosome stability, Abnormality of skin pigmentation, Absent radius, Absent thumb, Almond-shaped palpebral fissure, Anemia, Anemic pallor, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Bruising susceptibility, Cafe-au-lait spot, Chromosomal breakage induced by crosslinking agents, Complete duplication of thumb phalanx, Cryptorchidism, Deficient excision of UV-induced pyrimidine dimers in DNA, Duplicated collecting system, Ectopic kidney, Esophageal atresia, Global developmental delay, Hearing impairment, Horseshoe kidney, Hypergonadotropic hypogonadism, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukemia, Leukopenia, Microcephaly, Microphthalmia, Neutropenia, Pancytopenia, Prolonged G2 phase of cell cycle, Pyridoxine-responsive sideroblastic anemia, Renal agenesis, Reticulocytopenia, Scoliosis, Short palpebral fissure, Short stature, Short thumb, Small for gestational age, Strabismus, Thrombocytopenia, Tracheoesophageal fistula
MKI67	MKI67	1.99638E+00	0	Cell cycle control protein	BrainSpLMD|4288	OMIM|176741
BRCA1	BRCA1	1.99586E+00	3.95E-13	Transcription regulatory protein	BrainSpLMD|672;Eurexp|euxassay_019531|incisor, liver, lung, marginal layer, metanephros, molar, olfactory, pancreas, submandibular gland primordium, testis, thymus primordium, thyroid, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|11975	OMIM|113705;COSMIC||ovarian, breast, ovarian;HPO|672|Abdominal distention, Abdominal pain, Abnormality of the fallopian tube, Autosomal dominant inheritance, Breast carcinoma, Constipation, Heterogeneous, Nausea and vomiting, Neoplasm, Ovarian neoplasm, Peritonitis, Primary peritoneal carcinoma
CASC5	CASC5	1.98947E+00	0			
GEN1	GEN1	1.98468E+00	3.62E-05	DNA binding protein	BrainSpLMD|348654	OMIM|612449
RCC1	RCC1	1.97961E+00	1.83E-05	Guanine nucleotide exchange factor	BrainSpLMD|1104;Eurexp|euxassay_000016|lateral wall, liver, lung, mandible, mantle layer, marginal layer, metanephros, palatal shelf, submandibular gland primordium, thymus primordium, trigeminal V, ventricular layer, vibrissa	OMIM|179710
CEP152	CEP152	1.97785E+00	2.12E-14	Unclassified	Eurexp|euxassay_011313|axial skeleton, basioccipital bone, choroid invagination, choroid plexus, epithelium, femur, humerus, inner ear, olfactory, pelvic girdle, pituitary, roof plate, scapula, vomeronasal organ	OMIM|613529;HPO|22995|Abnormal cortical bone morphology, Abnormal cortical gyration, Abnormality of dental enamel, Absent earlobe, Agenesis of corpus callosum, Aggressive behavior, Autosomal recessive inheritance, Bimanual synkinesia, Cachexia, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Convex nasal ridge, Cortical gyral simplification, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Glaucoma, Global developmental delay, Heterotopia, High palate, Hip dysplasia, Hyperreflexia, Hypodontia, Hypoplasia of the frontal lobes, Impulsivity, Intellectual disability, Intellectual disability, severe, Intrauterine growth retardation, Joint hyperflexibility, Large beaked nose, Microcephaly, Micrognathia, Mild global developmental delay, Narrow face, Oligodontia, Pachygyria, Prematurely aged appearance, Prominent nasal bridge, Reduced number of teeth, Retrognathia, Sandal gap, Short stature, Sloping forehead, Sparse scalp hair, Thin upper lip vermilion, Unilateral renal agenesis, Upslanted palpebral fissure, Ventriculomegaly, Vesicoureteral reflux
CENPM	CENPM	1.97090E+00	7.15E-11	Unclassified	BrainSpLMD|79019	OMIM|610152
CDCA5	CDCA5	1.96088E+00	2.20E-11	Unclassified	BrainSpLMD|113130	OMIM|609374
AURKB	AURKB	1.95484E+00	4.72E-14	Serine/threonine kinase	BrainSpLMD|9212	OMIM|604970
HIST1H1A	HIST1H1A	1.95366E+00	0	DNA binding protein	BrainSpLMD|3024	OMIM|142709
MAD2L1	MAD2L1	1.95184E+00	0	Cell cycle control protein	BrainSpLMD|4085	OMIM|601467
FAM111A	FAM111A	1.95165E+00	0	Unclassified	BrainSpLMD|63901;Eurexp|euxassay_011616|lobe, mandible, maxilla, orbito-sphenoid, thymus primordium, thyroid, ventricular layer	OMIM|615292;HPO|63901|Abnormality of the medullary cavity of the long bones, Anemia, Aniridia, Ankyloglossia, Ascites, Autosomal dominant inheritance, Basal ganglia calcification, Brachydactyly, Congenital cataract, Delayed closure of the anterior fontanelle, Failure to thrive, Flared metaphysis, Global developmental delay, Hydrocephalus, Hypermetropia, Hypocalcemia, Hypoparathyroidism, Hypoplastic spleen, Increased bone mineral density, Macrocephaly, Micropenis, Microphthalmia, Papilledema, Prominent forehead, Retinal calcification, Seizures, Severe short stature, Short stature, Slender long bone, Small for gestational age, Thickened cortex of long bones, Transient hypophosphatemia
ATAD2	ATAD2	1.95044E+00	0	ATPase	BrainSpLMD|29028;Eurexp|euxassay_012771|ventricular layer	OMIM|611941
SPC25	SPC25	1.94840E+00	0	Cell cycle control protein	BrainSpLMD|57405;Eurexp|euxassay_000451|mantle layer, medulla oblongata, ventral grey horn, ventricular layer	OMIM|609395
KIF15	KIF15	1.94606E+00	0	Cell cycle control protein	BrainSpLMD|56992	OMIM|617569
PARP4	PARP4	1.94111E+00	0.001730713	Enzyme: Ribosyltransferase	BrainSpLMD|143	OMIM|607519
CCDC15	CCDC15	1.93943E+00	8.58E-08	Unclassified	BrainSpLMD|80071	
