id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
BRINP3	BRINP3	2.59171E+00	2.77E-06	Unclassified	BrainSpLMD|339479;Eurexp|euxassay_002098|mantle layer, olfactory, spinal cord, submandibular gland primordium	
ABI3BP	ABI3BP	2.58633E+00	1.02E-10	Unclassified	BrainSpLMD|25890;Eurexp|euxassay_013992|mesenchyme, olfactory, stomach	OMIM|606279
NES	NES	2.55315E+00	0	Cytoskeletal protein	BrainSpLMD|10763;Eurexp|euxassay_017860|calyces, diaphragm, head mesenchyme, meninges, mesenchyme, skeletal muscle, tongue, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|17775	OMIM|600915
AJUBA	AJUBA	2.54891E+00	1.77E-07	Cell cycle control protein	BrainSpLMD|84962	OMIM|609066
FBLN5	FBLN5	2.52344E+00	8.92E-09	Extracellular matrix protein	BrainSpLMD|10516;Eurexp|euxassay_002515|aorta, body-wall mesenchyme, cervical region, clavicle, cranium, diaphragm, head mesenchyme, leg, lip, lumbar region, mandible, maxilla, mesenchyme, oesophagus, premaxilla, rib, sacral region, thoracic region, tongue, vibrissa	OMIM|604580;HPO|10516|Abnormality of the face, Aortic aneurysm, Arachnodactyly, Arterial fibromuscular dysplasia, Arterial stenosis, Atelectasis, Autosomal dominant inheritance, Autosomal recessive inheritance, Bladder diverticulum, Bowel diverticulosis, Choroidal neovascularization, Congenital diaphragmatic hernia, Cutis laxa, Delayed cranial suture closure, Dilatation of ascending aorta, Distal sensory impairment, Drusen, Emphysema, Full cheeks, Heterogeneous, Hypertelorism, Ileus, Inguinal hernia, Joint hyperflexibility, Joint laxity, Microcephaly, Mitral regurgitation, Oligohydramnios, Overgrowth, Pectus excavatum, Pes cavus, Premature skin wrinkling, Ptosis, Recurrent respiratory infections, Recurrent urinary tract infections, Redundant skin, Renal diverticulum, Scoliosis, Supravalvular aortic stenosis, Umbilical hernia, Vascular tortuosity
PTPN14	PTPN14	2.43049E+00	1.65E-09	Tyrosine phosphatase	BrainSpLMD|5784;Eurexp|euxassay_009623|axial skeleton, metanephros, nasal septum, oesophagus, submandibular gland primordium, vibrissa	OMIM|603155;HPO|5784|Autosomal recessive inheritance, Choanal atresia, High palate, Lymphedema, Pericardial effusion
TRIM9	TRIM9	2.42526E+00	8.88E-16	Unclassified	BrainSpLMD|114088;Eurexp|euxassay_010509|mantle layer, molar, ventricular layer	OMIM|606555
PDGFRB	PDGFRB	2.40080E+00	2.66E-15	Receptor tyrosine kinase	BrainSpLMD|5159;BrainSpMouseDev|18362	OMIM|173410;COSMIC||MPN, AML, CMML, CML;HPO|5159|Abnormality of connective tissue, Abnormality of neuronal migration, Abnormality of the hair, Abnormality of the metaphysis, Abnormality of the musculature, Abnormality of the skull, Abnormality of the thorax, Adult onset, Athetosis, Autosomal dominant inheritance, Basal ganglia calcification, Bone cyst, Brachydactyly, Bradykinesia, Calcification of the small brain vessels, Cerebral calcification, Chondrocalcinosis, Chorea, Corneal opacity, Delayed cranial suture closure, Delayed eruption of teeth, Delayed skeletal maturation, Dense calcifications in the cerebellar dentate nucleus, Depressivity, Downslanted palpebral fissures, Dysarthria, Dysdiadochokinesis, Dystonia, Eosinophilia, Fibroma, Fragile skin, Gait disturbance, Gingival fibromatosis, Growth abnormality, Hepatomegaly, Hyperextensible skin, Hyperkeratosis, Hypermetropia, Hyperreflexia, Hypoplasia of the maxilla, Increased thyroid-stimulating hormone level, Intrauterine growth retardation, Limb dysmetria, Lipoatrophy, Long foot, Malignant eosinophil proliferation, Mask-like facies, Memory impairment, Mental deterioration, Microcephaly, Micrognathia, Midface retrusion, Myeloproliferative disorder, Narrow nose, Neoplasm of the lung, Neoplasm of the skin, Osteolytic defects of the phalanges of the hand, Osteopenia, Overgrowth, Parkinsonism, Pointed chin, Postural instability, Progressive, Progressive neurologic deterioration, Prominent forehead, Prominent nasal bridge, Prominent supraorbital ridges, Proptosis, Psychosis, Ptosis, Rigidity, Seizures, Sensorineural hearing impairment, Slender long bone, Sparse hair, Subcutaneous hemorrhage, Subcutaneous nodule, Thin calvarium, Thin skin, Thin upper lip vermilion, Thin vermilion border, Thoracolumbar scoliosis, Thrombocytopenia, Tremor, Urinary incontinence, Ventriculomegaly, Wide nasal bridge
ADHFE1	ADHFE1	2.37282E+00	6.35E-09	Enzyme: Dehydrogenase	BrainSpLMD|137872;Eurexp|euxassay_018617|basisphenoid bone, calyces, exoccipital bone, meninges, nucleus pulposus, orbito-sphenoid, otic capsule, pectoral girdle and thoracic body wall, rib, skeletal muscle, supraoccipital cartilage condensation, turbinate, turbinate bones, ventral grey horn, ventricular layer	OMIM|611083
ADAMTSL1	ADAMTSL1	2.31687E+00	1.01E-05	Secreted polypeptide	BrainSpLMD|92949	OMIM|609198
SEPP1	SEPP1	2.31071E+00	7.34E-12			
SGK3	SGK3	2.28175E+00	2.32E-08	Serine/threonine kinase	BrainSpLMD|23678	OMIM|607591
WWTR1	WWTR1	2.27841E+00	0	Transcription regulatory protein	BrainSpLMD|25937;Eurexp|euxassay_000592|limb, tail, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|61234	OMIM|607392;COSMIC||epithelioid haemangioendothelioma
TENM1	TENM1	2.27523E+00	1.77E-10	Integral membrane protein	BrainSpLMD|10178	OMIM|300588
BTN3A2	BTN3A2	2.26936E+00	0.000175077	Immunoglobulin	BrainSpLMD|11118	OMIM|613594
RMST	RMST	2.24473E+00	6.84E-07			OMIM|607045
PPARGC1A	PPARGC1A	2.21902E+00	0.000204773	Transcription regulatory protein	BrainSpLMD|10891;Eurexp|euxassay_006699|anterior, calyces, dorsal root ganglion, external, facial VII, fundus region, incisor, left ventricle, mantle layer, mesenchyme, oral epithelium, posterior, right ventricle, trigeminal V, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|18780	OMIM|604517;HPO|10891|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
LIX1	LIX1	2.21220E+00	0	Unclassified	BrainSpLMD|167410	OMIM|610466
WLS	WLS	2.20019E+00	4.52E-09	Integral membrane protein	BrainSpLMD|79971	OMIM|611514
LIPG	LIPG	2.17878E+00	1.11E-16	Enzyme: Lipase	BrainSpLMD|9388;Eurexp|euxassay_018714|4th ventricle, incisor, larynx, lung, metanephros, midgut, molar, naris, nasal septum, olfactory, rectum, respiratory, submandibular gland primordium, thymus primordium, thyroid, ventricular layer, vibrissa	OMIM|603684
C2orf72	C2orf72	2.15717E+00	1.65E-09	Unclassified	Eurexp|euxassay_008051|left, right, ventricular layer	
FGFR2	FGFR2	2.15167E+00	7.15E-14	Receptor tyrosine kinase	BrainSpLMD|2263;BrainSpMouseDev|13960	OMIM|176943;COSMIC||gastric, NSCLC, endometrial, Crouzon, Pfeiffer, and Apert syndromes;HPO|2263|2-3 finger syndactyly, 2-3 toe syndactyly, Abnormal facial shape, Abnormal heart morphology, Abnormal morphology of the limbic system, Abnormal renal morphology, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the antihelix, Abnormality of the cervical spine, Abnormality of the nasolacrimal system, Abnormality of the nasopharynx, Abnormality of the palate, Abnormality of the pancreas, Abnormality of the periosteum, Abnormality of the pinna, Abnormality of the ribs, Absence of Stensen duct, Absent first metatarsal, Absent lacrimal punctum, Absent proximal phalanx of thumb, Absent radius, Absent septum pellucidum, Acanthosis nigricans, Acne, Acrobrachycephaly, Agenesis of corpus callosum, Alacrima, Anomalous tracheal cartilage, Anteriorly placed anus, Anteverted nares, Aplasia of the parotid gland, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the thumb, Aqueductal stenosis, Arachnodactyly, Arachnoid cyst, Arnold-Chiari malformation, Arnold-Chiari type I malformation, Atresia of the external auditory canal, Atrial septal defect, Autosomal dominant inheritance, Autosomal recessive inheritance, Bell-shaped thorax, Bicoronal synostosis, Bifid scrotum, Bifid uvula, Bilateral single transverse palmar creases, Bilateral triphalangeal thumbs, Blepharospasm, Brachycephaly, Brachydactyly, Brachyturricephaly, Breast carcinoma, Broad distal hallux, Broad distal phalanx of the thumb, Broad forehead, Broad hallux, Broad hallux phalanx, Broad metatarsal, Broad thumb, Bronchomalacia, Buphthalmos, Calcaneonavicular fusion, Camptodactyly, Camptodactyly of finger, Carious teeth, Cartilaginous trachea, Cerebellar hypoplasia, Cervical C5/C6 vertebrae fusion, Choanal atresia, Choanal stenosis, Chronic otitis media, Cleft of chin, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Cloverleaf skull, Conductive hearing impairment, Congenital stationary night blindness, Conical incisor, Conjunctivitis, Convex nasal ridge, Corneal perforation, Coronal craniosynostosis, Coronal hypospadias, Craniofacial dysostosis, Craniosynostosis, Cryptorchidism, Cupped ear, Cutaneous finger syndactyly, Dacryocystitis, Decreased calvarial ossification, Delayed cranial suture closure, Delayed eruption of primary teeth, Delayed eruption of teeth, Dental crowding, Dental malocclusion, Depressed nasal bridge, Deviation of the thumb, Dolichocephaly, Downslanted palpebral fissures, Dysgerminoma, Ectopic anus, Elbow ankylosis, Esophageal atresia, External ear malformation, Extramedullary hematopoiesis, Facial asymmetry, Feeding difficulties in infancy, Femoral bowing, Finger syndactyly, Flat face, Flat forehead, Frontal bossing, Fused labia minora, Gingival overgrowth, Global developmental delay, Growth abnormality, Hallux valgus, Hallux varus, Hearing abnormality, Hearing impairment, High forehead, High palate, Hirsutism, Humeroradial synostosis, Hydrocephalus, Hydronephrosis, Hyperextensible skin, Hyperlordosis, Hypertelorism, Hypertension, Hypodontia, Hypoplasia of dental enamel, Hypoplasia of the lacrimal puncta, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplasia of the zygomatic bone, Hypoplastic ischia, Hypoplastic labia majora, Hypoplastic lacrimal duct, Incomplete ossification of pubis, Increased intracranial pressure, Intellectual disability, Intellectual disability, mild, Intellectual disability, moderate, Joint stiffness, Lacrimal gland aplasia, Lacrimal gland hypoplasia, Lambdoidal craniosynostosis, Large fontanelles, Laryngomalacia, Limitation of joint mobility, Limited elbow extension, Long nose, Long philtrum, Low anterior hairline, Low-set ears, Low-set, posteriorly rotated ears, Macrocephaly, Macrotia, Malar flattening, Mandibular prognathia, Megalencephaly, Megalocornea, Melanocytic nevus, Metopic depression, Micrognathia, Microtia, Midface retrusion, Mixed hearing impairment, Morphological abnormality of the semicircular canal, Multiple suture craniosynostosis, Narrow chest, Narrow internal auditory canal, Narrow nose, Narrow palate, Narrow pelvis bone, Nasolacrimal duct obstruction, Natal tooth, Nephrosclerosis, Open bite, Optic atrophy, Osteopenia, Overfolding of the superior helices, Overriding aorta, Oxycephaly, Palmoplantar cutis gyrata, Palmoplantar cutis laxa, Palmoplantar keratoderma, Parietal foramina, Partial duplication of the distal phalanx of the 2nd finger, Partial duplication of the distal phalanx of the 3rd finger, Partial duplication of thumb phalanx, Periorbital fullness, Plagiocephaly, Posterior fossa cyst, Preauricular skin furrow, Preaxial polydactyly, Prominent crus of helix, Prominent nasal bridge, Prominent scrotal raphe, Proptosis, Ptosis, Pyloric stenosis, Radial deviation of the 3rd finger, Radioulnar synostosis, Recurrent corneal erosions, Reduced number of teeth, Renal agenesis, Respiratory distress, Rocker bottom foot, Sagittal craniosynostosis, Seizures, Shallow orbits, Short clavicles, Short foot, Short hallux, Short metatarsal, Short middle phalanx of toe, Short nose, Short palm, Short stature, Shortening of all middle phalanges of the fingers, Skull asymmetry, Sleep apnea, Small hand, Small nail, Small thenar eminence, Somatic mutation, Steep acetabular roof, Stenosis of the external auditory canal, Stomach cancer, Strabismus, Subcutaneous nodule, Syndactyly, Synostosis of carpal bones, Telecanthus, Toe syndactyly, Tracheomalacia, Turricephaly, Ulnar bowing, Underdeveloped supraorbital ridges, Upper airway obstruction, Vaginal atresia, Variable expressivity, Ventricular septal defect, Ventriculomegaly, Visceral angiomatosis, Visual impairment, Wide anterior fontanel, Xerostomia
GPR98	GPR98	2.14965E+00	0			
SAMD4A	SAMD4A	2.13086E+00	2.59E-08	Unclassified	BrainSpLMD|23034	OMIM|610747
ILDR2	ILDR2	2.12472E+00	1.06E-07	Immunoglobulin	BrainSpLMD|387597	
IGSF11	IGSF11	2.10876E+00	5.77E-07	Adhesion molecule	BrainSpLMD|152404;Eurexp|euxassay_006186|embryo	OMIM|608351
PCGF5	PCGF5	2.10630E+00	4.79E-05	Ubiquitin proteasome system protein	BrainSpLMD|84333	OMIM|617407
MGST1	MGST1	2.08403E+00	1.77E-11	Enzyme: Glutathione transferase	BrainSpLMD|4257;Eurexp|euxassay_002928|adrenal gland, anal canal, axial muscle, bladder, calyces, ductus deferens, epidermis, foregut-midgut junction, head mesenchyme, hindgut, left lung, limb, lobe, marginal layer, midgut, naris, nasal capsule, nucleus pulposus, oesophagus, olfactory, pancreas, pelvis, pituitary, rectum, right lung, stomach, submandibular gland primordium, trachea, urethra, ventricular layer, vibrissa	OMIM|138330
ATP1A2	ATP1A2	2.08282E+00	0	ATPase	BrainSpLMD|477;Eurexp|euxassay_001505|brain, cervical, cervico-thoracic, cochlea, dorsal root ganglion, facial VII, forelimb, glossopharyngeal IX, hindlimb, mesenchyme, naris, neural retina, spinal cord, stroma, thoracic, tongue, trigeminal V, turbinate bones, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|62830	OMIM|182340;HPO|477|Abnormality of movement, Aphasia, Apraxia, Ataxia, Autosomal dominant inheritance, Blurred vision, Choreoathetosis, Coma, Confusion, Diplopia, Drowsiness, Dysarthria, Dysphasia, Dystonia, Episodic ataxia, Episodic hemiplegia, Episodic quadriplegia, Fever, Generalized tonic-clonic seizures, Hemiparesis, Hemiplegia, Hemiplegia/hemiparesis, Heterogeneous, Incomplete penetrance, Intellectual disability, Mental deterioration, Migraine with aura, Nystagmus, Seizures, Transient unilateral blurring of vision, Vertigo
ZFP36L2	ZFP36L2	2.08045E+00	2.37E-13	Transcription factor	BrainSpLMD|678	OMIM|612053
NTN1	NTN1	2.07855E+00	1.63E-11	Chemokine	BrainSpLMD|9423;Eurexp|euxassay_007630|axial skeleton, cortex, dorsal grey horn, extrinsic ocular muscle, hindgut, lung, mantle layer, midgut, oesophagus, olfactory, saccule, skeletal muscle, stomach, tongue, ventral grey horn, ventricle, ventricular layer, vibrissa;BrainSpMouseDev|17975	OMIM|601614
AFF2	AFF2	2.05405E+00	0.004939534	Transcription regulatory protein	BrainSpLMD|2334	SFARI||Autism, 4 - Minimal evidence;OMIM|300806;HPO|2334|Abnormality of metabolism/homeostasis, Aggressive behavior, Agitation, Delayed speech and language development, Epicanthus, Hyperactivity, Impulsivity, Intellectual disability, Obsessive-compulsive behavior, Prominent nasal bridge, X-linked recessive inheritance
AMMECR1	AMMECR1	2.03556E+00	1.61E-06	Unclassified	BrainSpLMD|9949	OMIM|300195;HPO|9949|Abnormality of the hair, Anteverted nares, Depressed nasal bridge, Downslanted palpebral fissures, Elliptocytosis, Glomerulopathy, Hearing impairment, Intellectual disability, severe, Malar flattening, Microscopic hematuria, Muscular hypotonia, Proteinuria, Renal insufficiency, Tapered finger, Thick vermilion border, Thin vermilion border
HYDIN	HYDIN	2.00351E+00	6.73E-08	Unclassified	BrainSpLMD|54768;Eurexp|euxassay_013571|choroid invagination, choroid plexus, roof plate	SFARI||Autism, 4 - Minimal evidence;OMIM|610812;HPO|54768|Autosomal recessive inheritance, Bronchiectasis, Ciliary dyskinesia, Infantile onset, Nasal polyposis, Recurrent bronchitis, Recurrent otitis media, Recurrent respiratory infections, Recurrent sinusitis, Respiratory insufficiency due to defective ciliary clearance, Rhinitis
RP2	RP2	1.99653E+00	0.000406318	Structural protein	BrainSpLMD|6102;Eurexp|euxassay_014375|lung, olfactory	OMIM|300757;HPO|6102|Abnormal electroretinogram, Abnormality of retinal pigmentation, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Atypical scarring of skin, Blindness, Cataract, Chorioretinal degeneration, Conductive hearing impairment, Constriction of peripheral visual field, Glaucoma, Hyperinsulinemia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Myopia, Nyctalopia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Photophobia, Progressive night blindness, Rod-cone dystrophy, Sensorineural hearing impairment, Wide nasal bridge, X-linked inheritance
YBX3	YBX3	1.99275E+00	5.42E-12	DNA binding protein	BrainSpLMD|8531	OMIM|603437
NEK6	NEK6	1.99224E+00	6.63E-05	Serine/threonine kinase	BrainSpLMD|10783	OMIM|604884
MGAT4C	MGAT4C	1.98570E+00	0	Enzyme: Glucosaminyltransferase	BrainSpLMD|25834	OMIM|607385
DIAPH2	DIAPH2	1.97989E+00	1.37E-06	Ligand	BrainSpLMD|1730	OMIM|300108;HPO|1730|Premature ovarian insufficiency, Secondary amenorrhea, X-linked dominant inheritance
CCDC144CP	CCDC144CP	1.95263E+00	0.000305343			
RP11.587D21.1	RP11.587D21.1	1.94875E+00	4.03E-10			
C9orf3	C9orf3	1.94325E+00	0.000247063	Aminopeptidase	BrainSpLMD|84909	
FZD5	FZD5	1.92861E+00	1.46E-06	G protein coupled receptor	BrainSpLMD|7855;BrainSpMouseDev|14143	OMIM|601723
PLCH1	PLCH1	1.92738E+00	1.61E-06	Unclassified	BrainSpMouseDev|92752	OMIM|612835
POT1.AS1	POT1.AS1	1.91180E+00	4.66E-05			
GPC1	GPC1	1.91101E+00	0.000949865	Cell surface receptor	BrainSpLMD|2817;Eurexp|euxassay_007466|cervical, cervico-thoracic, clavicle, cochlea, diaphragm, dorsal root ganglion, exoccipital bone, extrinsic ocular muscle, facial VII, femur, fibula, glossopharyngeal IX, humerus, incisor, lip, lung, mandible, mantle layer, marginal layer, maxilla, mesenchyme, metanephros, midgut, molar, neural retina, nucleus pulposus, olfactory, orbito-sphenoid, pancreas, pelvic girdle, radius, rest of mesenchyme, rib, saccule, skeletal muscle, sternum, stomach, submandibular gland primordium, thoracic, thymus primordium, tibia, trigeminal V, ulna, vagus X, valve, vault of skull, ventral grey horn, ventricular layer, vertebral axis muscle system, vestibulocochlear VIII, vibrissa	OMIM|600395
PDLIM5	PDLIM5	1.91075E+00	1.40E-08	Adapter molecule	BrainSpLMD|10611;Eurexp|euxassay_011640|alar columns, axial skeleton, bladder, choroid plexus, clavicle, dorsal grey horn, floor plate, floorplate, mesenchyme, metanephros, midgut, oesophagus, stomach, submandibular gland primordium, trachea, urethra, ventral grey horn, ventricular layer	OMIM|605904
LRP2BP	LRP2BP	1.90291E+00	1.00E-06	Adapter molecule	BrainSpLMD|55805	SFARI||Autism, No category
FGGY	FGGY	1.90034E+00	3.19E-06	Unclassified	BrainSpLMD|55277;Eurexp|euxassay_003524|calyces, left, olfactory, right	OMIM|611370
BCHE	BCHE	1.87711E+00	2.19E-05	Enzyme: Esterase	BrainSpLMD|590;BrainSpMouseDev|11824	OMIM|177400
TMEM67	TMEM67	1.87224E+00	0.000184033	Unclassified	BrainSpLMD|91147	OMIM|609884;HPO|91147|Anemia, Anteverted nares, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the iris, Apnea, Ataxia, Autosomal recessive inheritance, Bile duct proliferation, Biparietal narrowing, Blindness, Breathing dysregulation, Cataract, Cerebellar vermis hypoplasia, Chorioretinal abnormality, Chorioretinal coloboma, Cirrhosis, Cleft palate, Coloboma, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal ridge, Elevated hepatic transaminases, Elongated superior cerebellar peduncle, Encephalocele, Enlarged fossa interpeduncularis, Episodic tachypnea, Feeding difficulties in infancy, Full cheeks, Gait disturbance, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic fibrosis, Hepatomegaly, Heterogeneous, Hyperreflexia, Hypertelorism, Infantile onset, Intellectual disability, Intellectual disability, moderate, Intrahepatic biliary atresia, Iris coloboma, Lobar holoprosencephaly, Long face, Low-set, posteriorly rotated ears, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Molar tooth sign on MRI, Multicystic kidney dysplasia, Multiple small medullary renal cysts, Muscular hypotonia, Nephronophthisis, Nephropathy, Nystagmus, Occipital encephalocele, Oculomotor apraxia, Oligohydramnios, Optic atrophy, Optic nerve coloboma, Polydactyly, Polydipsia, Polyuria, Portal hypertension, Postaxial foot polydactyly, Postaxial hand polydactyly, Ptosis, Renal corticomedullary cysts, Renal insufficiency, Retinal degeneration, Round face, Sclerocornea, Sloping forehead, Spasticity, Splenomegaly, Stage 5 chronic kidney disease, Talipes, Thickened superior cerebellar peduncle, Tubular atrophy, Tubular basement membrane disintegration, Visual impairment, Wide mouth
PDGFD	PDGFD	1.86803E+00	3.50E-08	Growth factor	BrainSpLMD|80310;BrainSpMouseDev|47626	OMIM|609673
YAP1	YAP1	1.86582E+00	1.04E-05	Transcription regulatory protein	BrainSpLMD|10413	OMIM|606608;HPO|10413|Autosomal dominant inheritance, Bilateral cleft lip and palate, Chorioretinal coloboma, Hematuria, Intellectual disability, Iris coloboma, Microphthalmia, Sensorineural hearing impairment
OBSL1	OBSL1	1.82951E+00	0.0008056	Cytoskeletal protein	BrainSpLMD|23363	OMIM|610991;HPO|23363|Abnormality of dental enamel, Abnormality of the elbow, Abnormality of the metaphysis, Anteverted nares, Autosomal recessive inheritance, Broad forehead, Bulbous nose, Delayed eruption of teeth, Delayed skeletal maturation, Dolichocephaly, Enlarged thorax, Everted lower lip vermilion, Frontal bossing, Horizontal ribs, Hyperlordosis, Hypoplasia of the ulna, Hypoplastic ischia, Hypoplastic pelvis, Hypoplastic pubic bone, Increased vertebral height, Intrauterine growth retardation, Joint hyperflexibility, Long philtrum, Malar flattening, Micromelia, Midface retrusion, Pointed chin, Prominent nasal tip, Protruding ear, Rocker bottom foot, Scapular winging, Short neck, Short stature, Short thorax, Slender long bone, Thick eyebrow, Thin ribs, Triangular face
CREB5	CREB5	1.81239E+00	1.11E-16	Transcription factor	BrainSpLMD|9586;Eurexp|euxassay_016386|axial skeleton, oral epithelium	
LIMD1	LIMD1	1.81037E+00	0.000506749	Transcription regulatory protein	BrainSpLMD|8994	OMIM|604543
SPECC1	SPECC1	1.80552E+00	1.21E-09	Unclassified	BrainSpLMD|92521;Eurexp|euxassay_013924|aorta, liver, molar, ventricular layer	OMIM|608793;COSMIC||JMML
TCTN3	TCTN3	1.80145E+00	3.45E-05	Integral membrane protein	BrainSpLMD|26123;Eurexp|euxassay_011590|choroid invagination, choroid plexus, olfactory, roof plate	OMIM|613847;HPO|26123|Abnormality of eye movement, Abnormality of oral frenula, Abnormality of the gingiva, Abnormality of the tongue, Absent testis, Accessory oral frenulum, Aplasia/Hypoplasia of the tibia, Autosomal recessive inheritance, Bifid uvula, Brachydactyly, Camptodactyly, Camptodactyly of finger, Cerebral atrophy, Cerebral cortical hemiatrophy, Choanal atresia, Cleft palate, Clinodactyly, Conductive hearing impairment, Decreased testicular size, Depressed nasal ridge, Epicanthus, Failure to thrive, Feeding difficulties, Finger syndactyly, Foot polydactyly, Genu varum, Global developmental delay, Hamartoma, Hamartoma of tongue, Hand polydactyly, High palate, High, narrow palate, Horseshoe kidney, Hypertelorism, Intellectual disability, Intrauterine growth retardation, Joint dislocation, Joint laxity, Kyphoscoliosis, Laryngomalacia, Lobulated tongue, Low-set ears, Median cleft lip, Microcephaly, Micrognathia, Micromelia, Microtia, third degree, Molar tooth sign on MRI, Monorchism, Oligohydramnios, Oral synechia, Pectus excavatum, Phenotypic variability, Polydactyly, Porencephalic cyst, Postaxial hand polydactyly, Posteriorly rotated ears, Preaxial hand polydactyly, Proptosis, Recurrent respiratory infections, Retrognathia, Severe short stature, Short finger, Short nose, Short stature, Short tibia, Specific learning disability, Split hand, Subcortical cerebral atrophy, Submucous cleft hard palate, Toe syndactyly, Tongue nodules, Ventricular septal defect, Wide nose
PPAP2B	PPAP2B	1.80137E+00	1.62E-12			
TCF7L1	TCF7L1	1.79099E+00	6.68E-08	Transcription regulatory protein	BrainSpLMD|83439;BrainSpMouseDev|21176	OMIM|604652
SLIT2	SLIT2	1.78840E+00	3.33E-13	Ligand	BrainSpLMD|9353;BrainSpMouseDev|20325	OMIM|603746
