id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
ARID5B	ARID5B	1.80229E+00	5.54E-07	DNA binding protein	Eurexp|euxassay_016566|mantle layer;BrainSpMouseDev|47212	OMIM|608538
CH17.472G23.1	CH17.472G23.1	1.78164E+00	1.11E-16			
CH17.189H20.1	CH17.189H20.1	1.77997E+00	6.09E-09			
ATRNL1	ATRNL1	1.76637E+00	5.42E-13	Integral membrane protein	BrainSpLMD|26033	SFARI||Autism, 5 - Hypothesized but untested;OMIM|612869
TENM1	TENM1	1.76454E+00	7.19E-11	Integral membrane protein	BrainSpLMD|10178	OMIM|300588
MAGI2	MAGI2	1.75904E+00	0	Unclassified	BrainSpLMD|9863	OMIM|606382
PARP8	PARP8	1.75212E+00	1.31E-08	Unclassified	BrainSpLMD|79668;Eurexp|euxassay_003449|adenohypophysis, bladder, central nervous system, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, heart, hindlimb, incisor, intervertebral disc, limb, liver, lung, metanephros, midgut, molar, neural retina, oesophagus, olfactory, penis, respiratory, stomach, stroma, thymus primordium, tongue, trachea, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII, vibrissa, visceral organ	
NRXN3	NRXN3	1.71036E+00	0	Adhesion molecule	BrainSpLMD|9369;Eurexp|euxassay_009777|bladder, collecting ducts, inner ear, mantle layer, marginal layer, neural retina, vibrissa	SFARI||Autism, 3 - Suggestive evidence;OMIM|600567
XKR4	XKR4	1.70359E+00	8.98E-08	Integral membrane protein		
CADPS	CADPS	1.67975E+00	0	Membrane transport protein	BrainSpLMD|8618;Eurexp|euxassay_006311|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, lateral wall, mantle layer, meninges, neural retina, olfactory, thoracic, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII	OMIM|604667
BRINP2	BRINP2	1.67419E+00	2.30E-08	Unclassified	BrainSpLMD|57795	
GAD1	GAD1	1.66485E+00	0	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
NPAS3	NPAS3	1.65951E+00	8.66E-11	Transcription factor	BrainSpLMD|64067;Eurexp|euxassay_009424|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|27131	OMIM|609430
WI2.1896O14.1	WI2.1896O14.1	1.65266E+00	0			
CH17.472G23.4	CH17.472G23.4	1.64700E+00	9.11E-13			
SIAH3	SIAH3	1.61097E+00	5.48E-12	Unclassified	BrainSpLMD|283514	OMIM|615609
SLAIN1	SLAIN1	1.60348E+00	8.78E-08	Unclassified	BrainSpLMD|122060	OMIM|610491
GRIA4	GRIA4	1.58982E+00	7.44E-13	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
GABRA2	GABRA2	1.58592E+00	0.001558479	Ion channel	BrainSpLMD|2555;Eurexp|euxassay_008366|mantle layer, marginal layer;BrainSpMouseDev|14171	OMIM|137140
RP11.588P7.1	RP11.588P7.1	1.57721E+00	0			
CDK14	CDK14	1.57159E+00	6.41E-06	Serine/threonine kinase	BrainSpLMD|5218;Eurexp|euxassay_007197|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, oesophagus, spinal cord, stroma, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|610679
PDZRN4	PDZRN4	1.56587E+00	0	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
CXCR4	CXCR4	1.56154E+00	7.66E-15	G protein coupled receptor	BrainSpLMD|7852;Eurexp|euxassay_006007|cervical, cervico-thoracic, corpus striatum, incisor, mantle layer, mitral valve, molar, neural retina, olfactory, thoracic, thymus primordium, valve, ventricular layer, vibrissa;BrainSpMouseDev|12551	OMIM|162643;COSMIC||WM;HPO|7852|Abnormality of female external genitalia, Abnormality of female internal genitalia, Autosomal dominant inheritance, Bone marrow hypercellularity, Bronchiectasis, Decreased antibody level in blood, IgG deficiency, Infantile onset, Myelokathexis, Neutropenia, Recurrent bacterial infections, Recurrent upper respiratory tract infections, Verrucae
GAD2	GAD2	1.52465E+00	1.47E-10	Enzyme: Decarboxylase	BrainSpLMD|2572;Eurexp|euxassay_001769|dorsal grey horn, lateral ventricle, mantle layer;BrainSpMouseDev|14193	OMIM|138275
MTUS1	MTUS1	1.49654E+00	0.000393918	Growth inhibitory factor	BrainSpLMD|57509	OMIM|609589
GNB5	GNB5	1.45445E+00	0.001662123	G protein	BrainSpLMD|10681	OMIM|604447;HPO|10681|Abnormal electroretinogram, Attention deficit hyperactivity disorder, Autosomal recessive inheritance, Bradycardia, Delayed speech and language development, Generalized hypotonia, Global developmental delay, Intellectual disability, Nystagmus, Retinal degeneration, Sick sinus syndrome
GRIA1	GRIA1	1.43744E+00	0	Extracellular ligand gated channel	BrainSpLMD|2890;Eurexp|euxassay_018233|mantle layer, neural retina, palatal shelf, saccule;BrainSpMouseDev|14575	SFARI||Autism, 2 - Strong candidate;OMIM|138248
SLC6A1	SLC6A1	1.41226E+00	2.13E-07	Membrane transport protein	BrainSpLMD|6529;Eurexp|euxassay_018302|brain, glossopharyngeal IX, marginal layer, neural retina, spinal cord, vestibulocochlear VIII;BrainSpMouseDev|87401	SFARI||Autism, 2 - Strong candidate;OMIM|137165;HPO|6529|Abnormal brain FDG positron emission tomography, Absence seizures, Ataxia, Atonic seizures, Autosomal dominant inheritance, Developmental regression, Dysarthria, EEG with abnormally slow frequencies, EEG with spike-wave complexes (>3.5 Hz), Epileptic encephalopathy, Eyelid myoclonus, Intellectual disability, Mental deterioration, Myoclonic atonic seizures, Status epilepticus
TMEM2	TMEM2	1.40454E+00	1.18E-12	Integral membrane protein	BrainSpLMD|23670	OMIM|605835
ST8SIA5	ST8SIA5	1.39645E+00	0	Enzyme: Sialyltransferase	BrainSpLMD|29906	OMIM|607162
ZNF536	ZNF536	1.39078E+00	1.44E-10	DNA binding protein	BrainSpLMD|9745;Eurexp|euxassay_015751|adrenal gland, bladder, brain, cochlea, dorsal root ganglion, forelimb, glossopharyngeal IX, hindgut, hindlimb, limb, loop, lung, mandible, medullary stroma, midgut, molar, oesophagus, olfactory, penis, pituitary, rectum, retina, spinal cord, stomach, thyroid, trigeminal V, turbinate bones, vagus X, vestibulocochlear VIII, vibrissa	
RIMS1	RIMS1	1.38850E+00	0.00082492	Transport/cargo protein	BrainSpLMD|22999	SFARI||Autism, 2 - Strong candidate;OMIM|606629;HPO|22999|Abnormality of color vision, Abnormality of retinal pigmentation, Autosomal dominant inheritance, Bull's eye maculopathy, Cone/cone-rod dystrophy, Nyctalopia, Photophobia, Retinal flecks, Visual impairment
CUX2	CUX2	1.38149E+00	5.74E-05	Transcription factor	BrainSpMouseDev|12829	OMIM|610648
ERO1LB	ERO1LB	1.37227E+00	0.001508777			
SPATS2L	SPATS2L	1.36939E+00	0.000609254	Unclassified	BrainSpLMD|26010;Eurexp|euxassay_013635|bladder, exoccipital bone, mantle layer, mesenchyme, oesophagus, orbito-sphenoid, penis, pharyngo-tympanic tube, tongue, turbinate, vertebral axis muscle system, vibrissa	OMIM|613817
SP9	SP9	1.35108E+00	0.00099764		BrainSpLMD|100131390;BrainSpMouseDev|120188	
PDE4DIP	PDE4DIP	1.33239E+00	0	Transport/cargo protein	BrainSpLMD|9659;Eurexp|euxassay_015920|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vestibulocochlear VIII	OMIM|608117;COSMIC||MPN
SEMA6A	SEMA6A	1.32353E+00	1.03E-12	Integral membrane protein	BrainSpLMD|57556;Eurexp|euxassay_011666|axial skeleton, clavicle, cochlea, mandible, mantle layer, marginal layer, maxilla, meninges, mesenchyme, metanephros, neural retina, palatal shelf, skeletal muscle, submandibular gland primordium, thyroid, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|20121	OMIM|605885
CUX1	CUX1	1.31232E+00	4.24E-13	Transcription regulatory protein	BrainSpLMD|1523;BrainSpMouseDev|12828	SFARI||Autism, 3 - Suggestive evidence;OMIM|116896;COSMIC||endometrial, melanoma, colorectal, AML, MDS, other tumour types
METAP1D	METAP1D	1.30908E+00	7.52E-05		BrainSpLMD|254042	OMIM|610267
MIR124.2HG	MIR124.2HG	1.30596E+00	8.48E-06			
MIR181A1HG	MIR181A1HG	1.29032E+00	9.18E-08			
MAPK10	MAPK10	1.24458E+00	1.94E-11	Serine/threonine kinase	BrainSpLMD|5602;Eurexp|euxassay_009977|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|26162	OMIM|602897;HPO|5602|Abnormality of brainstem morphology, Aggressive behavior, Atonic seizures, Atypical absence seizures, Autistic behavior, EEG with focal sharp slow waves, Encephalopathy, Falls, Generalized tonic seizures, Generalized tonic-clonic seizures, Hyperactivity, Intellectual disability, Mental deterioration, Myoclonus, Personality disorder
RUNX1T1	RUNX1T1	1.24264E+00	0	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
SLIT2	SLIT2	1.24081E+00	0.001656518	Ligand	BrainSpLMD|9353;BrainSpMouseDev|20325	OMIM|603746
ST8SIA4	ST8SIA4	1.23055E+00	9.64E-07	Enzyme: Sialyltransferase	BrainSpLMD|7903;Eurexp|euxassay_007776|brain, dorsal root ganglion, left lung, mesenchyme, neural retina, olfactory, organ system, right lung, spinal cord, trigeminal V	OMIM|602547
LINC00599	LINC00599	1.22587E+00	0.002429136			
SOX1	SOX1	1.19298E+00	4.17E-10	Transcription factor	BrainSpLMD|6656;Eurexp|euxassay_019565|ventral grey horn, ventricular layer	OMIM|602148
CRB1	CRB1	1.18370E+00	3.56E-07	Unclassified	BrainSpLMD|23418	OMIM|604210;HPO|23418|Abnormal electroretinogram, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Aplasia/Hypoplasia of the cerebellar vermis, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Bone spicule pigmentation of the retina, Cataract, Conductive hearing impairment, Encephalocele, Esotropia, Glaucoma, Hemiplegia/hemiparesis, High-grade hypermetropia, Hyperinsulinemia, Hypermetropia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Muscular hypotonia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Paravenous chorioretinal atrophy, Pendular nystagmus, Photophobia, Progressive night blindness, Rod-cone dystrophy, Seizures, Sensorineural hearing impairment, Severe visual impairment, Undetectable electroretinogram, Visual impairment, Vitreoretinal degeneration, Wide nasal bridge
PRKD1	PRKD1	1.17871E+00	1.89E-05	Serine/threonine kinase	BrainSpLMD|5587	SFARI||Autism, No category;OMIM|605435;HPO|5587|Autosomal dominant inheritance, Broad thumb, Delayed speech and language development, Depressed nasal bridge, Dry skin, Feeding difficulties, Fragile nails, Generalized hypotonia, Global developmental delay, Microcephaly, Microdontia, Nystagmus, Premature loss of primary teeth, Prominent forehead, Prominent nasal bridge, Scoliosis, Sparse scalp hair, Syndactyly, Thin skin, Widely spaced teeth
ARX	ARX	1.15945E+00	3.54E-10	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
PAM	PAM	1.15562E+00	5.82E-06	Enzyme: Oxygenase	BrainSpLMD|5066;Eurexp|euxassay_007685|atrium, axial skeleton, dorsal grey horn, dorsal root ganglion, extrinsic ocular muscle, eyelid, floorplate, glossopharyngeal IX, hindgut, incisor, inner ear, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 4 and 5, lip, mandible, mantle layer, maxilla, medulla, midgut, molar, neural retina, oesophagus, palatal shelf, pancreas, skeletal muscle, stomach, thyroid, trachea, trigeminal V, vagus X, ventricle, ventricular layer, vibrissa	OMIM|170270
NPIPA8	NPIPA8	1.15478E+00	0.000960003			
AGPAT4	AGPAT4	1.14096E+00	0.004507055	Enzyme: Acyltransferase	BrainSpLMD|56895	OMIM|614795
FGF9	FGF9	1.14068E+00	0.000421055	Growth factor	BrainSpLMD|2254;BrainSpMouseDev|13957	OMIM|600921;HPO|2254|Autosomal dominant inheritance, Cubitus valgus, Humeroradial synostosis, Limited interphalangeal movement, Metacarpal synostosis, Metatarsal synostosis
AC012358.8	AC012358.8	1.12152E+00	0.000163171			
PLS3	PLS3	1.11507E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
PDE4D	PDE4D	1.11042E+00	9.21E-14	Enzyme: Phosphodiesterase	BrainSpLMD|5144	OMIM|600129;HPO|5144|Abnormal form of the vertebral bodies, Abnormality of female external genitalia, Abnormality of immune system physiology, Abnormality of the nail, Absent/hypoplastic paranasal sinuses, Accelerated skeletal maturation, Anteverted nares, Autism, Autosomal dominant inheritance, Blue irides, Brachycephaly, Brachydactyly, Cerebral venous thrombosis, Cone-shaped epiphysis, Congenital craniofacial dysostosis, Congenital hypothyroidism, Congenital onset, Cryptorchidism, Delayed eruption of teeth, Delayed speech and language development, Depressed nasal bridge, Depressed nasal ridge, Diabetes mellitus, Elevated calcitonin, Elevated circulating parathyroid hormone level, Epiphyseal stippling, Fair hair, Global developmental delay, Growth hormone deficiency, Hearing impairment, Hyperactivity, Hyperphosphatemia, Hypertelorism, Hypocalcemia, Hypogonadism, Hypoplasia of the maxilla, Hypoplasia of the nasal bone, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplastic vertebral bodies, Hypospadias, Increased intracranial pressure, Intellectual disability, Intrauterine growth retardation, Malar flattening, Mandibular prognathia, Micromelia, Midface retrusion, Mild short stature, Narrow vertebral interpedicular distance, Obesity, Open mouth, Peripheral neuropathy, Pseudohypoparathyroidism, Red hair, Round face, Scoliosis, Short metacarpal, Short metatarsal, Short nose, Short phalanx of finger, Short stature, Short toe, Specific learning disability, Spinal canal stenosis, Wide nasal bridge
NETO2	NETO2	1.10622E+00	0.000153189	Integral membrane protein	BrainSpLMD|81831;Eurexp|euxassay_009406|mantle layer, marginal layer	OMIM|607974
SOX2.OT	SOX2.OT	1.10394E+00	0			
ANKRD50	ANKRD50	1.10286E+00	0.002692276	Unclassified	BrainSpLMD|57182	
LRRC8B	LRRC8B	1.09703E+00	0.000995758	Integral membrane protein	BrainSpLMD|23507	OMIM|612888
ACOX1	ACOX1	1.08593E+00	0.006189228	Enzyme: Oxidase	BrainSpLMD|51;Eurexp|euxassay_018548|dorsal root ganglion, facial VII, glossopharyngeal IX, medulla, trigeminal V, vagus X, ventricular layer	OMIM|609751;HPO|51|Abnormal electroretinogram, Abnormality of metabolism/homeostasis, Abnormality of nervous system morphology, Abnormality of visual evoked potentials, Autosomal recessive inheritance, Babinski sign, Bilateral sensorineural hearing impairment, Brachycephaly, CNS demyelination, Death in infancy, Decreased light- and dark-adapted electroretinogram amplitude, Depressed nasal bridge, Developmental regression, Diffuse hepatic steatosis, Dysphagia, Dystonia, EEG abnormality, Elevated hepatic transaminases, Epicanthus, Failure to thrive, Frontal bossing, Gait disturbance, Global developmental delay, Hepatomegaly, Hyperreflexia, Hypertelorism, Hypertonia, Hypodontia, Infantile onset, Intellectual disability, progressive, Intellectual disability, severe, Inverted nipples, Irritability, Leukodystrophy, Low-set ears, Muscular hypotonia, Myopia, Neonatal hypotonia, Neurological speech impairment, No social interaction, Nystagmus, Optic atrophy, Pigmentary retinopathy, Respiratory insufficiency, Seizures, Sensorineural hearing impairment, Severe global developmental delay, Strabismus, Tapetoretinal degeneration, Wide nasal bridge
MTSS1	MTSS1	1.07590E+00	8.91E-09	Cytoskeletal associated protein	BrainSpLMD|9788	OMIM|608486
DCX	DCX	1.06481E+00	0	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
CCT8P1	CCT8P1	1.06148E+00	0.000164155			
NTN4	NTN4	1.06105E+00	1.90E-07	Extracellular matrix protein	BrainSpLMD|59277;Eurexp|euxassay_007631|valve, ventricular layer;BrainSpMouseDev|37036	OMIM|610401
GRIP1	GRIP1	1.04684E+00	0.000113091	-	Eurexp|euxassay_013281|neural retina	SFARI||Autism, 2 - Strong candidate;OMIM|604597;HPO|23426|Abnormal cortical gyration, Abnormal heart morphology, Abnormality of the anus, Abnormality of the pinna, Abnormality of the small intestine, Abnormality of the thymus, Abnormality of the umbilicus, Absent eyebrow, Absent eyelashes, Ambiguous genitalia, Anal atresia, Anal stenosis, Anophthalmia, Aplasia/Hypoplasia of the phalanges of the hand, Aplasia/Hypoplasia of the sternum, Aplasia/Hypoplasia of the thumb, Atresia of the external auditory canal, Autosomal recessive inheritance, Bicornuate uterus, Bifid tongue, Bilateral microphthalmos, Blindness, Calvarial skull defect, Choanal stenosis, Cleft ala nasi, Cleft palate, Cleft upper lip, Clitoral hypertrophy, Conductive hearing impairment, Corneal opacity, Cryptophthalmos, Cryptorchidism, Cupped ear, Cutaneous finger syndactyly, Dental crowding, Dental malocclusion, Depressed nasal bridge, Difficulty in tongue movements, Encephalocele, Extension of hair growth on temples to lateral eyebrow, External ear malformation, Facial cleft, Female pseudohermaphroditism, Finger syndactyly, Hydrocephalus, Hypertelorism, Hypoplasia of penis, Hypoplastic superior helix, Hypospadias, Intellectual disability, Lacrimal duct aplasia, Laryngeal atresia, Laryngeal stenosis, Laryngeal web, Low-set ears, Low-set, posteriorly rotated ears, Malformed lacrimal ducts, Microcephaly, Micropenis, Microphthalmia, Midline nasal groove, Morphological abnormality of the middle ear, Multicystic kidney dysplasia, Myelomeningocele, Pulmonary hypoplasia, Renal hypoplasia, Renal hypoplasia/aplasia, Scrotal hypoplasia, Severe T-cell immunodeficiency, Subglottic stenosis, Toe syndactyly, Underdeveloped nasal alae, Upper eyelid coloboma, Vaginal atresia, Wide intermamillary distance, Wide nasal bridge, Wide nose, Wide pubic symphysis
PSMF1	PSMF1	1.03667E+00	4.95E-05	Protease inhibitor	BrainSpLMD|9491	
CCT6P3	CCT6P3	1.03645E+00	0.009023737			
SNAP25	SNAP25	1.02166E+00	4.41E-06	Membrane transport protein	BrainSpLMD|6616;Eurexp|euxassay_015720|cervical, cervico-thoracic, dorsal root ganglion, extrinsic ocular muscle, facial VII, forebrain, glossopharyngeal IX, hindbrain, lip, midbrain, neural retina, olfactory, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vomeronasal organ	SFARI||Autism, No category;OMIM|600322;HPO|6616|Areflexia, Ataxia, Autosomal dominant inheritance, Congenital onset, Decreased fetal movement, Difficulty walking, Dysarthria, Easy fatigability, Flexion contracture, Global developmental delay, Muscle weakness, Poor speech, Ptosis, Respiratory insufficiency
RP5.857K21.11	RP5.857K21.11	1.02081E+00	4.34E-06			
DLX2	DLX2	1.01843E+00	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
FNBP1	FNBP1	1.01467E+00	0.002689328	Unclassified	BrainSpLMD|23048;Eurexp|euxassay_002195|bladder, diencephalon, dorsal root ganglion, hindbrain, midbrain, spinal cord, thymus primordium, trigeminal V, vestibulocochlear VIII	OMIM|606191;COSMIC||AML
CSRNP3	CSRNP3	1.00935E+00	0.000169592	Unclassified	BrainSpLMD|80034;Eurexp|euxassay_009789|brain, mantle layer, spinal cord, trigeminal V, ventricular layer	
SOX6	SOX6	9.99706E-01	4.11E-12	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
