id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
DCC	DCC	2.09636E+00	3.33E-16	Cell surface receptor	BrainSpLMD|1630;Eurexp|euxassay_009578|mantle layer, marginal layer, neural retina, ventricular layer;BrainSpMouseDev|12956	OMIM|120470;COSMIC||CRC, melanoma, SCC;HPO|1630|Autosomal dominant inheritance, Bimanual synkinesia, Hereditary nonpolyposis colorectal carcinoma, Incomplete penetrance, Neoplasm of the stomach, Renal cell carcinoma, Squamous cell carcinoma, Transitional cell carcinoma of the bladder, Uterine leiomyosarcoma
PBX3	PBX3	2.08582E+00	4.33E-09	Transcription factor	BrainSpLMD|5090;Eurexp|euxassay_002571|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, pharyngo-tympanic tube, spinal cord;BrainSpMouseDev|18282	OMIM|176312
PDE5A	PDE5A	1.85201E+00	3.06E-08	Enzyme: Phosphodiesterase	BrainSpLMD|8654;BrainSpMouseDev|88926	OMIM|603310
LHFP	LHFP	1.80452E+00	0.000113558			
FRY	FRY	1.73176E+00	3.25E-12	Unclassified	BrainSpLMD|10129;Eurexp|euxassay_016041|axial skeleton, cervical, cervico-thoracic, clavicle, cricoid, dorsal root ganglion, exoccipital bone, facial VII, fibula, glossopharyngeal IX, mantle layer, metatarsus, nasal septum, neural retina, orbito-sphenoid, otic capsule, pelvic girdle, phalanx, rest of mesenchyme, rib, sternum, temporal bone, thoracic, thyroid, tibia, trigeminal V, turbinate, vagus X, vestibulocochlear VIII, vibrissa	OMIM|614818
SLC8A1.AS1	SLC8A1.AS1	1.71403E+00	0.000115754			
SP9	SP9	1.69954E+00	8.03E-10		BrainSpLMD|100131390;BrainSpMouseDev|120188	
EEF1A1P13	EEF1A1P13	1.68919E+00	5.12E-05			
NELL1	NELL1	1.64377E+00	6.58E-09	Enzyme: Oxidoreductase	BrainSpLMD|4745	SFARI||Autism, No category;OMIM|602319
BCL11B	BCL11B	1.61321E+00	0	Transcription regulatory protein;DNA binding protein	BrainSpLMD|64919;BrainSpMouseDev|37240	OMIM|606558;COSMIC||T-ALL;HPO|64919|Absent speech, Autosomal dominant inheritance, Congenital onset, Generalized hypotonia, Global developmental delay, Hirsutism, Hypertelorism, Inflammatory abnormality of the skin, Intellectual disability, Micrognathia, Natal tooth, Pulmonary artery stenosis, Seizures, Severe combined immunodeficiency, Short palpebral fissure, Spastic tetraplegia, Umbilical hernia, Wormian bones
ZFHX4	ZFHX4	1.59866E+00	6.88E-15	Transcription factor	BrainSpLMD|79776;Eurexp|euxassay_005820|epidermis, mantle layer, nasal septum, urethra;BrainSpMouseDev|56662	OMIM|606940;HPO|79776|Autosomal dominant inheritance, Congenital ptosis
TLE4	TLE4	1.57438E+00	1.45E-06	Transcription factor	BrainSpLMD|7091;Eurexp|euxassay_018870|calyces, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|21647	OMIM|605132
FOXP2	FOXP2	1.52447E+00	0.000505628	Transcription factor	BrainSpLMD|93986;Eurexp|euxassay_010964|axial skeleton, basal columns, bladder, cochlea, cortex, cranium, ear, extrinsic ocular muscle, femur, floor plate, floorplate, footplate, handplate, hindgut, humerus, lateral wall, leg, lung, mandible, mantle layer, meninges, mesenchyme, metatarsus, midgut, oesophagus, olfactory lobe, orbito-sphenoid, palatal shelf, pelvic girdle, phalanx, rectum, rest of mesenchyme, rib, skeleton, stomach, thyroid, tongue, trachea, turbinate bones, urethra, valve, ventral grey horn;BrainSpMouseDev|76994	SFARI||Autism, 3 - Suggestive evidence;OMIM|605317;HPO|93986|Abnormality of the basal ganglia, Abnormality of the face, Autosomal dominant inheritance, Delayed speech and language development, Incomprehensible speech, Oromotor apraxia
AC004158.3	AC004158.3	1.52236E+00	7.47E-07			
GAS2L3	GAS2L3	1.51965E+00	0.000242758	Cytoskeletal protein	BrainSpLMD|283431	OMIM|617224
RP11.509E10.1	RP11.509E10.1	1.50659E+00	1.12E-06			
RYR2	RYR2	1.46190E+00	1.02E-06	Intracellular ligand gated channel	BrainSpLMD|6262	OMIM|180902;HPO|6262|Autosomal dominant inheritance, Dilatation of the ventricular cavity, Effort-induced polymorphic ventricular tachycardias, Right ventricular cardiomyopathy, Seizures, Sudden death, Syncope, Ventricular arrhythmia, Ventricular tachycardia, Vertigo
CXXC4	CXXC4	1.44654E+00	2.30E-08	Unclassified	BrainSpLMD|80319;Eurexp|euxassay_008607|bladder, brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, epithelium, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, incisor, larynx, medullary stroma, mesenchyme, midgut, molar, naris, neural retina, oesophagus, olfactory, pancreas, pelvic girdle, skeletal muscle, spinal cord, stomach, thoracic, thymus primordium, thyroid, trachea, trigeminal V, trunk mesenchyme, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|106413	OMIM|611645
MEIS2	MEIS2	1.39362E+00	0	Transcription factor	BrainSpLMD|4212;BrainSpMouseDev|17303	OMIM|601740;HPO|4212|2-3 toe syndactyly, Atrial septal defect, Autistic behavior, Autosomal dominant inheritance, Biparietal narrowing, Broad hallux, Broad thumb, Cleft palate, Cleft upper lip, Coarctation of aorta, Deeply set eye, Delayed speech and language development, Gastroesophageal reflux, Global developmental delay, High anterior hairline, Highly arched eyebrow, Intellectual disability, Large forehead, Microcephaly, Narrow forehead, Pointed chin, Sandal gap, Short 2nd finger, Short 5th finger, Short philtrum, Short stature, Smooth philtrum, Sparse eyebrow, Tented upper lip vermilion, Upslanted palpebral fissure, Ventricular septal defect
MAML3	MAML3	1.38027E+00	2.92E-11	DNA binding protein	BrainSpLMD|55534	OMIM|608991
FOXJ3	FOXJ3	1.36666E+00	0.000884571	Transcription factor	BrainSpLMD|22887;BrainSpMouseDev|87088	OMIM|616035
SEPT7P6	SEPT7P6	1.35813E+00	1.90E-05			
LRRC16A	LRRC16A	1.34724E+00	1.23E-14			
EPB41L4A.AS1	EPB41L4A.AS1	1.34107E+00	1.73E-05			
RPL7AP30	RPL7AP30	1.33260E+00	1.02E-06			
APC2	APC2	1.27552E+00	0.001845479	Transcription regulatory protein	BrainSpLMD|10297;Eurexp|euxassay_007719|Meckel's cartilage, axial skeleton, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, femur, fibula, glossopharyngeal IX, humerus, neural retina, rib, scapula, spinal cord, thoracic, tibia, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|23558	OMIM|612034;HPO|10297|Abnormality of immune system physiology, Accelerated skeletal maturation, Advanced eruption of teeth, Anteverted nares, Aplasia/Hypoplasia of the corpus callosum, Autosomal recessive inheritance, Conductive hearing impairment, Depressed nasal ridge, Dolichocephaly, Downslanted palpebral fissures, Feeding difficulties in infancy, Frontal bossing, Global developmental delay, High forehead, High palate, Hyperactivity, Hypertelorism, Hypoglycemia, Intellectual disability, Long face, Macrocephaly, Macrotia, Mandibular prognathia, Muscular hypotonia, Obesity, Poor speech, Precocious puberty, Prominent forehead, Prominent nose, Relative macrocephaly, Tall stature, Ventriculomegaly
ELMO1	ELMO1	1.26958E+00	0.001188908	Unclassified;Motor protein	BrainSpLMD|9844;Eurexp|euxassay_012546|floor plate, floorplate, mantle layer, marginal layer, vibrissa	OMIM|606420
MEIS3	MEIS3	1.26377E+00	4.95E-05	Transcription regulatory protein	BrainSpLMD|56917;BrainSpMouseDev|17304	
NNAT	NNAT	1.26283E+00	6.44E-15	Regulatory/other subunit	BrainSpLMD|4826;Eurexp|euxassay_007364|brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, glossopharyngeal IX, left lung, mesenchyme, mesothelium, midgut, neural retina, oesophagus, olfactory, paraxial mesenchyme, pericardial cavity, peritoneal cavity, right lung, skeletal muscle, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|17878	OMIM|603106
MEIS1	MEIS1	1.21397E+00	9.15E-08	Transcription factor	BrainSpLMD|4211;Eurexp|euxassay_010373|cornea, epithelium, hindgut, incisor, lung, mantle layer, marginal layer, metanephros, midgut, neural retina, olfactory, respiratory, sublingual gland primordium, submandibular gland primordium, trachea, ventricular layer, vibrissa;BrainSpMouseDev|17037	OMIM|601739
RP11.588P7.1	RP11.588P7.1	1.21166E+00	4.08E-06			
TTTY15	TTTY15	1.18666E+00	2.33E-06			
ZBTB20	ZBTB20	1.16105E+00	9.07E-08	Transcription factor	BrainSpLMD|26137;BrainSpMouseDev|35770	SFARI||Autism, 3 - Suggestive evidence;OMIM|606025;HPO|26137|Abnormality of the palate, Absent axillary hair, Absent facial hair, Anemia, Anonychia, Autosomal dominant inheritance, Basilar impression, Bilateral cryptorchidism, Bone cyst, Brachycephaly, Broad forehead, Calcification of the auricular cartilage, Cataract, Conductive hearing impairment, Deeply set eye, Developmental regression, Distal amyotrophy, Downslanted palpebral fissures, Downturned corners of mouth, Gait disturbance, Generalized hypotonia, Generalized osteoporosis, Genu valgum, Gynecomastia, Hearing impairment, Hip contracture, Hydrocephalus, Hypogonadism, Hypoplasia of the corpus callosum, Hypoplasia of the maxilla, Increased size of the mandible, Intellectual disability, Irregular vertebral endplates, Knee flexion contracture, Kyphosis, Macrocephaly, Macrotia, Malar flattening, Metatarsus adductus, Midface retrusion, Myopathy, Narrow chest, Narrow iliac wings, Narrow mouth, Neurodegeneration, Osteolysis, Pectus excavatum, Pes cavus, Plagiocephaly, Posterior polar cataract, Posterior scalloping of vertebral bodies, Ptosis, Scoliosis, Seizures, Short distal phalanx of finger, Short stature, Sparse scalp hair, Sporadic, Superiorly displaced ears, Synophrys, Thick lower lip vermilion, Truncal obesity
RIC3	RIC3	1.13079E+00	0.001177529	Integral membrane protein	BrainSpLMD|79608	OMIM|610509
RUNX1T1	RUNX1T1	1.10815E+00	0	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
DLX6.AS1	DLX6.AS1	1.09407E+00	0			
WBP4	WBP4	1.09118E+00	0.0007011	RNA binding protein	BrainSpLMD|11193	OMIM|604981
KLF12	KLF12	1.08825E+00	0.001576234	Transcription regulatory protein	BrainSpLMD|11278	OMIM|607531
ARPP21	ARPP21	1.07397E+00	0.000469363		BrainSpLMD|10777;Eurexp|euxassay_008422|brain, diaphragm, dorsal grey horn, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, lip, mantle layer, marginal layer, mesenchyme, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, spinal cord, tail, thymus primordium, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII	OMIM|605488
RP11.166D19.1	RP11.166D19.1	1.07114E+00	5.92E-10			
NBAS	NBAS	1.06704E+00	0.003203011	Unclassified	BrainSpLMD|51594	OMIM|608025;HPO|51594|Autosomal recessive inheritance, Brachycephaly, Brachydactyly, Cutis laxa, Epicanthus, Facial asymmetry, Fine hair, Long face, Long philtrum, Micromelia, Muscular hypotonia, Narrow forehead, Nonprogressive visual loss, Optic atrophy, Postnatal growth retardation, Prominent glabella, Proptosis, Reduced visual acuity, Sandal gap, Short neck, Short stature, Thick eyebrow, Thin vermilion border
ODF2L	ODF2L	1.06373E+00	0.00694271	Unclassified	BrainSpLMD|57489	
CDK17	CDK17	1.05116E+00	1.99E-05	Serine/threonine kinase	BrainSpLMD|5128	OMIM|603440
AC016716.2	AC016716.2	1.05065E+00	0.001159493			
PHACTR4	PHACTR4	1.04886E+00	0.003919554	Regulatory/other subunit		OMIM|608726
SRP9P1	SRP9P1	1.04317E+00	0.007677942			
SCG5	SCG5	1.04133E+00	0.008674351	Chaperone	BrainSpLMD|6447;Eurexp|euxassay_007348|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, oesophagus, olfactory, pituitary, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|20157	OMIM|173120
SLC8A1	SLC8A1	1.03912E+00	0.000719842	Membrane transport protein	BrainSpLMD|6546;Eurexp|euxassay_018859|atrium, brain, olfactory, respiratory, spinal cord, ventricle	OMIM|182305
MPC2	MPC2	1.02997E+00	0.001484552	Unclassified	BrainSpLMD|25874	OMIM|614737
LRRC40	LRRC40	1.02410E+00	0.002364223	Unclassified	BrainSpLMD|55631	
MEG3	MEG3	1.02391E+00	2.12E-13			OMIM|605636
EPHA4	EPHA4	1.01598E+00	2.60E-05	Receptor tyrosine kinase	BrainSpLMD|2043;BrainSpMouseDev|13616	OMIM|602188;HPO|2043|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
TNRC6C	TNRC6C	9.91477E-01	0.001691446	RNA binding protein	BrainSpLMD|57690	OMIM|610741
VCAN	VCAN	9.82418E-01	1.92E-07	Extracellular matrix protein	BrainSpLMD|1462	OMIM|118661;HPO|1462|Autosomal dominant inheritance, Cataract, Chorioretinal atrophy, Glaucoma, Myopia, Optic atrophy, Optically empty vitreous, Peripheral traction retinal detachment, Retinal pigment epithelial atrophy, Visual field defect, Visual loss, Vitreoretinal degeneration
GPIHBP1	GPIHBP1	9.78524E-01	0.00029781	Unclassified	BrainSpLMD|338328	OMIM|612757;HPO|338328|Acute pancreatitis, Autosomal recessive inheritance, Episodic abdominal pain, Eruptive xanthomas, Failure to thrive, Hepatic steatosis, Hepatomegaly, Hepatosplenomegaly, Hyperlipoproteinemia, Hypertriglyceridemia, Increased circulating chylomicron levels, Lipemia retinalis, Recurrent pancreatitis, Splenomegaly
SSH2	SSH2	9.72772E-01	0.001638113	Dual specificity phosphatase	BrainSpLMD|85464	OMIM|606779
MPC1	MPC1	9.54738E-01	0.001114891	Unclassified	BrainSpLMD|51660;Eurexp|euxassay_014791|adrenal gland, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, spinal cord, thoracic, thymus primordium, trigeminal V	OMIM|614738;HPO|51660|Autosomal recessive inheritance, Congenital onset, Generalized hypotonia, Global developmental delay, Hepatomegaly, Hypoglycemia, Increased serum lactate, Increased serum pyruvate, Lactic acidosis, Organic aciduria, Variable expressivity
DLX6	DLX6	9.48697E-01	3.48E-05	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
RP11.778D9.4	RP11.778D9.4	9.31245E-01	3.06E-06			
NDUFC1	NDUFC1	9.28756E-01	0.000133644	Unclassified	BrainSpLMD|4717	OMIM|603844
ATP8A1	ATP8A1	9.23447E-01	0.009002724	ATPase	BrainSpLMD|10396;Eurexp|euxassay_018768|anterior, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, left lung, liver, neural retina, olfactory, rectum, right lung, spinal cord, thoracic, thymus primordium, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|11766	SFARI||Autism, 5 - Hypothesized but untested;OMIM|609542
RBMXL1	RBMXL1	9.21307E-01	0.000692351	-		
BCL11A	BCL11A	9.14939E-01	3.33E-16	DNA binding protein	BrainSpLMD|53335;Eurexp|euxassay_007892|dorsal grey horn, incisor, naris, olfactory, pharyngo-tympanic tube, submandibular gland primordium, vibrissa;BrainSpMouseDev|13802	SFARI||Autism, 2 - Strong candidate;OMIM|606557;COSMIC||B-CLL;HPO|53335|Autosomal dominant inheritance, Congenital onset, Cupped ear, Downslanted palpebral fissures, Epicanthus, Everted lower lip vermilion, Global developmental delay, Intellectual disability, Joint hypermobility, Low-set ears, Microcephaly, Midface retrusion, Overfolded helix, Retrognathia, Strabismus, Thin upper lip vermilion
MED28	MED28	8.96605E-01	0.001541301	Transcription regulatory protein	BrainSpLMD|80306	OMIM|610311
KIAA0226	KIAA0226	8.79192E-01	0.002310513			
LRRC58	LRRC58	8.77536E-01	0.005901827	Unclassified		
EXOSC8	EXOSC8	8.77060E-01	0.002432512	Ribonuclease	BrainSpLMD|11340	OMIM|606019;HPO|11340|Autosomal recessive inheritance, Cerebellar vermis hypoplasia, Cerebral cortical atrophy, Failure to thrive, Feeding difficulties, Global developmental delay, Hearing impairment, Hypoplasia of the corpus callosum, Muscle weakness, Respiratory failure, Spastic tetraparesis, Spinal muscular atrophy, Visual impairment
CTNNA2	CTNNA2	8.76006E-01	0.001379205	Cytoskeletal protein	BrainSpLMD|1496;Eurexp|euxassay_011120|anterior, anterior abdominal wall, brain, cervical, cervico-thoracic, dermal component, dermis, dorsal root ganglion, facial VII, facial bones primordia, glossopharyngeal IX, inner ear, left lung, lip, medulla, midgut, molar, neural retina, oesophagus, olfactory, primitive seminiferous tubules, rectum, right lung, spinal cord, stomach, thoracic, thymus primordium, thyroid, tongue, trigeminal V, vagus X, valve, vestibulocochlear VIII, vomeronasal organ	OMIM|114025;COSMIC||gastric cancer
JKAMP	JKAMP	8.75969E-01	0.003425104	Integral membrane protein	BrainSpLMD|51528;Eurexp|euxassay_009285|brain, spinal cord, trigeminal V	OMIM|611176
RWDD1	RWDD1	8.70158E-01	2.11E-05	Unclassified	BrainSpLMD|51389	
SDC3	SDC3	8.56731E-01	0.002616716	Cell surface receptor	BrainSpLMD|9672	OMIM|186357
SCN3A	SCN3A	8.36009E-01	0.004975638	Voltage gated channel	BrainSpLMD|6328	OMIM|182391
HNRNPA1L2	HNRNPA1L2	8.33518E-01	8.43E-06	RNA binding protein		
CEBPZOS	CEBPZOS	8.26075E-01	0.005997235			
UNC79	UNC79	8.09516E-01	1.70E-06	Unclassified	BrainSpLMD|57578	OMIM|616884
ZNF37BP	ZNF37BP	8.07139E-01	0.005403291		BrainSpLMD|100129482	
C5orf24	C5orf24	8.04678E-01	0.005857081	Unclassified	BrainSpLMD|134553	
NCOA4	NCOA4	8.01650E-01	0.001812111	Transcription regulatory protein	BrainSpLMD|8031	OMIM|601984;COSMIC||papillary thyroid;HPO|8031|Autosomal dominant inheritance, Non-medullary thyroid carcinoma, Papillary thyroid carcinoma
DLGAP4	DLGAP4	8.00502E-01	0.001416658	Adapter molecule;Unclassified	BrainSpLMD|22839;Eurexp|euxassay_012602|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, neural retina, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|616191
RAD23B	RAD23B	7.96361E-01	0.002016993	DNA repair protein	BrainSpLMD|5887	OMIM|600062
PRPF4B	PRPF4B	7.95729E-01	0.001115193	Serine/threonine kinase	BrainSpLMD|8899;Eurexp|euxassay_005644|embryo	OMIM|602338
AKAP9	AKAP9	7.91031E-01	0.002982458	Adapter molecule	BrainSpLMD|10142;Eurexp|euxassay_007743|embryo	SFARI||Autism, 3 - Suggestive evidence;OMIM|604001;COSMIC||papillary thyroid;HPO|10142|Autosomal dominant inheritance, Prolonged QT interval, Syncope
TNKS	TNKS	7.90460E-01	0.001101218	Enzyme: Ribosyltransferase	BrainSpLMD|8658;Eurexp|euxassay_015951|dorsal grey horn, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventral grey horn	OMIM|603303
TM9SF3	TM9SF3	7.89431E-01	0.005162941	Membrane transport protein	BrainSpLMD|56889	OMIM|616872
GRIK3	GRIK3	7.86073E-01	4.70E-06	Extracellular ligand gated channel	BrainSpLMD|2899;BrainSpMouseDev|14583	SFARI||Autism, No category;OMIM|138243
DLX5	DLX5	7.82518E-01	0.000602702	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
PBX1	PBX1	7.75987E-01	0.005151013	Transcription regulatory protein	BrainSpLMD|5087;BrainSpMouseDev|18280	OMIM|176310;COSMIC||pre B-ALL, myoepithelioma
PFKM	PFKM	7.68828E-01	0.007659579	Enzyme: Phosphotransferase	BrainSpLMD|5213;Eurexp|euxassay_018474|dorsal root ganglion, mantle layer, trigeminal V, vagus X, ventral grey horn, ventricular layer	OMIM|610681;HPO|5213|Anemia, Autosomal recessive inheritance, Cholelithiasis, Exercise intolerance, Exercise-induced muscle cramps, Exercise-induced myoglobinuria, Gout, Hemolytic anemia, Hyperuricemia, Increased muscle glycogen content, Increased total bilirubin, Jaundice, Muscle weakness, Myotonia, Reduced erythrocyte 2,3-diphosphoglycerate concentration, Reticulocytosis, Skeletal muscle atrophy, Variable expressivity
ZCCHC7	ZCCHC7	7.67023E-01	0.005530798	DNA binding protein	BrainSpLMD|84186;Eurexp|euxassay_017848|mantle layer	
RP11.553L6.5	RP11.553L6.5	7.63529E-01	0.000658255			
USP8	USP8	7.57018E-01	0.004066141	Ubiquitin proteasome system protein	BrainSpLMD|9101	OMIM|603158;COSMIC||corticotroph adenoma;HPO|9101|Abdominal obesity, Abnormal fear/anxiety-related behavior, Acne, Adrenal hyperplasia, Alkalosis, Anxiety, Biconcave vertebral bodies, Bruising susceptibility, Depressivity, Diabetes mellitus, Edema, Facial erythema, Failure to thrive, Fatigue, Generalized hirsutism, Glucose intolerance, Hirsutism, Hypertension, Hypokalemia, Immunodeficiency, Increased circulating ACTH level, Infertility, Kyphosis, Lipodystrophy, Menorrhagia, Metrorrhagia, Mood changes, Nephrolithiasis, Oligomenorrhea, Osteoporosis, Pituitary adenoma, Poor wound healing, Psychotic mentation, Purpura, Recurrent fractures, Round face, Skeletal muscle atrophy, Striae distensae, Thin skin, Truncal obesity, Vertebral compression fractures
BTBD9	BTBD9	7.44640E-01	0.003020878	Unclassified	BrainSpLMD|114781	OMIM|611237
UBQLN1	UBQLN1	7.40306E-01	0.001741643	Ubiquitin proteasome system protein	BrainSpLMD|29979	OMIM|605046
LMO3	LMO3	7.38152E-01	0.004877115	Transcription regulatory protein	BrainSpLMD|55885;Eurexp|euxassay_016491|intermediate grey horn, mantle layer, ventral grey horn;BrainSpMouseDev|73751	OMIM|180386
DNMT3A	DNMT3A	7.38066E-01	0.000568389	DNA methyltransferase	BrainSpLMD|1788;BrainSpMouseDev|13214	SFARI||Autism, 3 - Suggestive evidence;OMIM|602769;COSMIC||AML;HPO|1788|Autosomal dominant inheritance, Blepharophimosis, Intellectual disability, Macrocephaly, Round face, Tall stature
USP16	USP16	7.35316E-01	0.001254736	Ubiquitin proteasome system protein	BrainSpLMD|10600	OMIM|604735
SOX4	SOX4	7.34300E-01	0	Transcription factor	BrainSpLMD|6659;Eurexp|euxassay_019583|cervical, cervico-thoracic, dorsal grey horn, dorsal root ganglion, incisor, lung, mantle layer, mesenchyme, metanephros, molar, neural retina, oesophagus, phalanx, submandibular gland primordium, testis, trachea, valve, vibrissa;BrainSpMouseDev|20439	OMIM|184430
PRKD3	PRKD3	7.23441E-01	0.00924515	Serine/threonine kinase	BrainSpLMD|23683	OMIM|607077
