TF,target,importance,TF_Type,TF_Expression,Target_Type,Target_Expression
GLI3,CARNMT1,91.76194460350769,NeuroDisease,-0.7014497245602642,None,-0.35319756589010864
GLI3,MGAT4C,90.91709969353415,NeuroDisease,-0.7014497245602642,None,0.1929322902760922
GLI3,AHI1,89.29899060384359,NeuroDisease,-0.7014497245602642,NeuroDisease,-0.14655158301448296
GLI3,RAD51B,87.51145854176936,NeuroDisease,-0.7014497245602642,None,-0.42068634516644865
GLI3,NPAS3,87.24671812707201,NeuroDisease,-0.7014497245602642,None,-0.1475162507164616
GLI3,SDK2,86.79432314017791,NeuroDisease,-0.7014497245602642,NeuroDev,-0.19234348228309353
SOX5,ADGRB3,84.95334929370522,NeuroDisease,-0.4780512626583646,NeuroDev,0.038513280800806696
GLI3,ID4,84.57819476964285,NeuroDisease,-0.7014497245602642,NeuroDev,-0.4071163743052922
GLI3,PLCE1,81.98442215366155,NeuroDisease,-0.7014497245602642,None,-0.2895687496946377
SOX5,SETBP1,81.1552085928068,NeuroDisease,-0.4780512626583646,NeuroDisease,0.028009060511954793
GLI3,YAP1,80.86521797729156,NeuroDisease,-0.7014497245602642,NeuroDisease,-1.1808708319361596
GLI3,DYNC2H1,80.66797943799845,NeuroDisease,-0.7014497245602642,NeuroDev,-0.15004794785683448
SOX5,MGAT4C,78.9914782494317,NeuroDisease,-0.4780512626583646,None,0.1929322902760922
GLI3,KIAA1217,77.6302235082505,NeuroDisease,-0.7014497245602642,None,-1.2153979736831517
GLI3,AC110023.1,77.13431699407889,NeuroDisease,-0.7014497245602642,None,-0.6691436398357902
GLI3,AC092902.4,76.68086015790705,NeuroDisease,-0.7014497245602642,None,0.2580823970918208
GLI3,FANCA,76.09651527819412,NeuroDisease,-0.7014497245602642,None,0.102447870054472
SOX5,MYO1E,75.6983476863762,NeuroDisease,-0.4780512626583646,None,-1.4078921810094989
SOX5,LINC01965,75.66925019041189,NeuroDisease,-0.4780512626583646,None,-0.2871428437513539
GLI3,COL4A6,74.24788136417486,NeuroDisease,-0.7014497245602642,None,-0.9522098167238842
GLI3,LTBP1,74.02097487300114,NeuroDisease,-0.7014497245602642,None,-1.151144603169695
GLI3,TNC,71.47105771576737,NeuroDisease,-0.7014497245602642,NeuroDev,0.9171414203469637
SOX5,DACH1,71.24991557950267,NeuroDisease,-0.4780512626583646,None,-0.3291177748642692
GLI3,VIM,70.38243434658256,NeuroDisease,-0.7014497245602642,NeuroDev,-0.41965829028995866
GLI3,STK39,69.08499171073387,NeuroDisease,-0.7014497245602642,None,0.14956861568196575
SOX5,COL4A5,68.46203561080678,NeuroDisease,-0.4780512626583646,None,-1.4872546214350137
SOX5,OPHN1,68.18075997482305,NeuroDisease,-0.4780512626583646,NeuroDisease,0.20372066827678173
SOX5,SYNE2,67.83891385784806,NeuroDisease,-0.4780512626583646,NeuroDev,-0.4256074753702987
GLI3,WWTR1,67.75389654579381,NeuroDisease,-0.7014497245602642,None,0.2285646633990157
SOX5,MID1,67.46420648821291,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.6098906798429984
GLI3,GULP1,67.43658081424358,NeuroDisease,-0.7014497245602642,None,-0.5325056987809675
GLI3,PTGFRN,67.37089127476352,NeuroDisease,-0.7014497245602642,None,0.28657292280540003
SOX5,HDAC9,67.33565175286674,NeuroDisease,-0.4780512626583646,NeuroDev,-0.3975894679486658
SOX5,RAD51B,66.23171465844732,NeuroDisease,-0.4780512626583646,None,-0.42068634516644865
SOX5,PAM,65.76125739556036,NeuroDisease,-0.4780512626583646,NeuroDev,-0.3340799233065129
SOX5,FAT4,65.5497370509918,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.44839486711781695
GLI3,HDAC9,65.16828936539027,NeuroDisease,-0.7014497245602642,NeuroDev,-0.3975894679486658
GLI3,MID1,64.99306505996852,NeuroDisease,-0.7014497245602642,NeuroDisease,-0.6098906798429984
GLI3,ZNRF3,64.90838160645873,NeuroDisease,-0.7014497245602642,None,-0.5537599915927967
SOX5,LTBP1,64.46681975566757,NeuroDisease,-0.4780512626583646,None,-1.151144603169695
SOX5,VEPH1,64.08160347518049,NeuroDisease,-0.4780512626583646,None,-0.2711093671756532
SOX5,SEPTIN11,63.85670678632876,NeuroDisease,-0.4780512626583646,None,0.3343755424192179
SOX5,TENM4,63.42083354843945,NeuroDisease,-0.4780512626583646,NeuroDev,-0.589935926747571
GLI3,UBASH3B,62.722998872660526,NeuroDisease,-0.7014497245602642,None,0.3544026562860309
GLI3,CDO1,62.692366276621264,NeuroDisease,-0.7014497245602642,None,-0.20482911605695375
SOX5,PCCA,62.46917781624677,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.35278086328156594
SOX5,PLEKHG1,62.23427809850124,NeuroDisease,-0.4780512626583646,None,-0.8721883757526875
SOX5,UGGT2,62.20183039190791,NeuroDisease,-0.4780512626583646,None,-0.4782906686656828
SOX5,MOB3B,62.03417149800826,NeuroDisease,-0.4780512626583646,None,-0.5443976509127553
SOX5,AC110023.1,61.82398967310421,NeuroDisease,-0.4780512626583646,None,-0.6691436398357902
SOX5,CTNND1,60.98509998887825,NeuroDisease,-0.4780512626583646,NeuroDisease,0.07740948153816929
SOX5,CECR2,60.75234518498854,NeuroDisease,-0.4780512626583646,NeuroDev,-0.23159359913731112
SOX5,RORB,60.36460959127084,NeuroDisease,-0.4780512626583646,NeuroDisease,0.2693399807706962
SOX5,BICD1,60.1758840740068,NeuroDisease,-0.4780512626583646,None,0.10536594493661293
GLI3,SIPA1L1,60.15528719783841,NeuroDisease,-0.7014497245602642,None,-0.24897920950664015
SOX5,PLCH1,59.87580301470544,NeuroDisease,-0.4780512626583646,None,-0.5084364222921313
SOX5,EFCAB2,59.53727630392667,NeuroDisease,-0.4780512626583646,None,0.32802131022712133
SOX5,WWTR1,59.19559156178353,NeuroDisease,-0.4780512626583646,None,0.2285646633990157
GLI3,UTRN,58.41904940794014,NeuroDisease,-0.7014497245602642,None,0.25216847622173233
SOX5,LRIG1,58.19464110210413,NeuroDisease,-0.4780512626583646,NeuroDev,-0.3407131872254178
GLI3,HMGN3,58.19294238732871,NeuroDisease,-0.7014497245602642,GeneralTF,-0.22025731096894266
SOX5,AC012409.2,58.10334002305404,NeuroDisease,-0.4780512626583646,None,-1.2679590011484467
SOX5,CUL3,58.0744037543065,NeuroDisease,-0.4780512626583646,NeuroDisease,0.048215320537109495
GLI3,DDAH1,58.04824952461768,NeuroDisease,-0.7014497245602642,None,0.23145596375056404
SOX5,CRB1,56.78562389069125,NeuroDisease,-0.4780512626583646,NeuroDev,0.36932786641103765
GLI3,PTN,56.18330507297827,NeuroDisease,-0.7014497245602642,NeuroDev,0.07505904207300412
SOX5,EGR1,55.82418657700657,NeuroDisease,-0.4780512626583646,GeneralTF,-0.4616449709295538
SOX5,DDAH1,55.30263813210411,NeuroDisease,-0.4780512626583646,None,0.23145596375056404
SOX5,MPDZ,55.294239433799866,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.6208267699331155
SOX5,CTBP2,54.84253738621248,NeuroDisease,-0.4780512626583646,GeneralTF,-0.2221675343765886
SOX5,NEDD4L,54.82339479618624,NeuroDisease,-0.4780512626583646,NeuroDisease,0.4335774806165823
SOX5,DYNC2H1,54.65053588950387,NeuroDisease,-0.4780512626583646,NeuroDev,-0.15004794785683448
SOX5,FOXP1,54.62936612065033,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.024961465233333185
GLI3,OPHN1,54.61713231340747,NeuroDisease,-0.7014497245602642,NeuroDisease,0.20372066827678173
GLI3,FGFBP3,54.515733267512886,NeuroDisease,-0.7014497245602642,None,-0.6462389231118206
GLI3,ZBTB20,54.29867064788036,NeuroDisease,-0.7014497245602642,NeuroDisease,0.5240394905732264
GLI3,MPDZ,53.983705504225966,NeuroDisease,-0.7014497245602642,NeuroDisease,-0.6208267699331155
GLI3,PARP4,53.293702176574925,NeuroDisease,-0.7014497245602642,None,-0.5977533468806182
GLI3,ROR1,52.74555548008863,NeuroDisease,-0.7014497245602642,NeuroDev,-0.8847170458684251
GLI3,DLG1,52.549259480074326,NeuroDisease,-0.7014497245602642,None,0.09605654110541394
GLI3,WRN,52.01533240916578,NeuroDisease,-0.7014497245602642,NeuroDev,0.06403990612372246
GLI3,ABCC4,51.78611029768254,NeuroDisease,-0.7014497245602642,None,-1.533537391471547
SOX5,GLIS3,51.75026602604811,NeuroDisease,-0.4780512626583646,NeuroDisease,-1.5143311231115384
GLI3,EML1,51.52796752495455,NeuroDisease,-0.7014497245602642,NeuroDisease,-0.4231116941777241
SOX5,GLDC,51.52273166333046,NeuroDisease,-0.4780512626583646,NeuroDisease,-0.22158568012163857
GLI3,RAB31,51.437390763366615,NeuroDisease,-0.7014497245602642,None,0.5596783792836739
SOX5,TNC,51.326140767909976,NeuroDisease,-0.4780512626583646,NeuroDev,0.9171414203469637
SOX5,CARNMT1,51.16316375303976,NeuroDisease,-0.4780512626583646,None,-0.35319756589010864
GLI3,SYT17,50.7101802672954,NeuroDisease,-0.7014497245602642,None,-0.4325313806805292
